OBJECTID,Join_Count,TARGET_FID,name,area_km2,Assessed_Value_Sum,Avg_Assessed_Value,Ward,c2016_Less_than_30K,c2016_30K_to_60K,c2016_60K_to_100K,c2016_100K_to_125K,c2016_125K_to_150K,c2016_150K_to_200K,c2016_200K_to_250K,c2016_250K_or_more,c2016_No_Response,Pct_less_than_30k,Pct_less_than_60k,Pct_less_than_100k,Pct_less_than_150k,Pct_less_than_200k,Pct_less_than_250k,TotalPct_Unresponsive,TotalPct_Responsive,Sum_Responsive,Pct_less_than_125K,Pct_LowIncome_less_than_60K,Pct_MiddleClass_60K_to_150K,Pct_Over_150K,LI_greater_than_MC,Shape_Length,Shape_Area,Pct_30K_to_60K,Pct_60K_to_100K,Pct_100K_to_125K,Pct_125K_150K,Pct_150K_to_200K,Pct_200K_to_250K,Pct_250K_or_more,POINT_X,POINT_Y,LI_greater,LI_pct_ind
19,491,19,McQueen,0.705743961,165937500,337958.2485,WARD 6,85,87,83,42,22,26,12,4,430,0.2354571,0.4764543,0.7063712,0.8836565,0.9556786,0.9889197,0.5436157,0.4563843,361,0.8227147,0.4764543,0.4072022,0.1163435,1,0.040118729,9.57E-05,0.2409972,0.2299169,0.1163435,0.0609418,0.0720222,0.033241,0.0110803,-113.5718432,53.55495089,TRUE,2
20,1153,20,Highlands,1.14709706,489270000,424345.1865,WARD 7,72,137,170,108,74,70,36,35,500,0.1025641,0.2977208,0.5398861,0.7991453,0.8988604,0.9501424,0.4159734,0.5840266,702,0.6937322,0.2977208,0.5014245,0.2008547,0,0.063987276,0.000155588,0.1951567,0.2421652,0.1538462,0.1054131,0.0997151,0.0512821,0.0498575,-113.4316034,53.56716747,FALSE,1
21,797,21,Elmwood,1.025925189,262364000,329189.4605,WARD 5,112,260,228,80,33,22,4,4,255,0.1507402,0.5006729,0.807537,0.9596232,0.9892328,0.9946164,0.255511,0.744489,743,0.9152086,0.5006729,0.4589502,0.0403768,1,0.052209635,0.000138988,0.3499327,0.3068641,0.1076716,0.0444145,0.0296097,0.0053836,0.0053836,-113.6059678,53.5157985,TRUE,2
22,758,22,Thorncliff,0.898130392,213179000,281238.7863,WARD 5,45,96,84,32,27,14,6,5,956,0.1456311,0.4563107,0.7281553,0.9190938,0.9644013,0.9838188,0.7557312,0.2442688,309,0.8317152,0.4563107,0.4627832,0.0809061,0,0.046553876,0.000121678,0.3106796,0.2718447,0.1035599,0.0873786,0.0453074,0.0194175,0.0161812,-113.6230909,53.5162556,FALSE,2
23,1261,23,Casselman,0.840373166,291897500,231480.9675,WARD 4,175,283,265,93,55,33,14,2,467,0.1902174,0.4978261,0.7858695,0.9467391,0.9826087,0.9978261,0.3366979,0.6633021,920,0.8869565,0.4978261,0.448913,0.0532609,1,0.043464829,0.000114103,0.3076087,0.2880435,0.101087,0.0597826,0.0358696,0.0152174,0.0021739,-113.4241088,53.61128775,TRUE,2
24,1197,24,Glengarry,1.344767417,305824000,255492.0635,WARD 7,200,149,128,59,21,26,6,2,650,0.3384095,0.5905246,0.8071066,0.9424704,0.9864636,0.9966159,0.5237712,0.4762288,591,0.9069374,0.5905246,0.3519458,0.0575296,1,0.064352433,0.000182522,0.2521151,0.2165821,0.0998308,0.035533,0.0439932,0.0101523,0.0033841,-113.4796225,53.59583152,TRUE,2
25,1804,25,Queen Alexandra,1.235991391,521055500,288833.4257,WARD 8,365,465,427,175,85,72,21,19,1261,0.2240638,0.509515,0.771639,0.9312462,0.975445,0.9883364,0.4363322,0.5636678,1629,0.8790669,0.509515,0.4217311,0.0687538,1,0.052335201,0.000167431,0.2854512,0.262124,0.1074279,0.0521793,0.0441989,0.0128913,0.0116636,-113.5047987,53.5122913,TRUE,2
26,728,26,North Glenora,0.866766206,301196500,413731.456,WARD 6,66,105,143,65,56,58,16,21,273,0.1245283,0.3226415,0.5924528,0.8207547,0.9301887,0.9603773,0.3399751,0.6600249,530,0.7150943,0.3226415,0.4981132,0.1792453,0,0.04641879,0.000117532,0.1981132,0.2698113,0.1226415,0.1056604,0.109434,0.0301887,0.0396226,-113.5582245,53.55485365,FALSE,1
27,974,27,Kildare,1.188673329,246351500,252927.6181,WARD 7,138,248,161,40,21,15,3,3,537,0.2193959,0.6136725,0.8696343,0.9666137,0.9904611,0.9952305,0.4605489,0.5394511,629,0.9332274,0.6136725,0.3529412,0.0333863,1,0.061751248,0.000161364,0.3942766,0.2559618,0.063593,0.0333863,0.0238474,0.0047695,0.0047695,-113.4559796,53.60299807,TRUE,3
28,934,28,Allendale,0.8835313,388150500,415578.6938,WARD 10,66,112,123,59,30,33,11,9,815,0.1489842,0.4018059,0.6794583,0.8803612,0.9548533,0.979684,0.6478537,0.3521463,443,0.8126411,0.4018059,0.4785553,0.1196388,0,0.045613747,0.000119658,0.2528217,0.2776524,0.1331828,0.0677201,0.0744921,0.0248307,0.020316,-113.5048301,53.50230468,FALSE,2
29,978,29,Parkallen,0.848906409,394228500,403096.6258,WARD 10,52,127,147,73,52,47,28,27,500,0.0940325,0.323689,0.5895118,0.8155515,0.9005425,0.9511754,0.4748338,0.5251662,553,0.721519,0.323689,0.4918626,0.1844485,0,0.044762938,0.000114972,0.2296564,0.2658228,0.1320072,0.0940325,0.084991,0.0506329,0.0488246,-113.5175935,53.50337059,FALSE,1
