OBJECTID,Join_Count,TARGET_FID,name,area_km2,Assessed_Value_Sum,Avg_Assessed_Value,Ward,c2016_Less_than_30K,c2016_30K_to_60K,c2016_60K_to_100K,c2016_100K_to_125K,c2016_125K_to_150K,c2016_150K_to_200K,c2016_200K_to_250K,c2016_250K_or_more,c2016_No_Response,Pct_less_than_30k,Pct_less_than_60k,Pct_less_than_100k,Pct_less_than_150k,Pct_less_than_200k,Pct_less_than_250k,TotalPct_Unresponsive,TotalPct_Responsive,Sum_Responsive,Pct_less_than_125K,Pct_LowIncome_less_than_60K,Pct_MiddleClass_60K_to_150K,Pct_Over_150K,LI_greater_than_MC,Shape_Length,Shape_Area,Pct_30K_to_60K,Pct_60K_to_100K,Pct_100K_to_125K,Pct_125K_150K,Pct_150K_to_200K,Pct_200K_to_250K,Pct_250K_or_more,POINT_X,POINT_Y,LI_greater,LI_pct_ind
132,1634,170,Kilkenny,1.749930586,471571500,288599.4492,WARD 3,208,321,250,110,72,40,20,7,1007,0.2023346,0.5145915,0.7577821,0.9348249,0.9737354,0.9931906,0.4948403,0.5051597,1028,0.864786,0.5145915,0.4202335,0.0651751,1,0.069444665,0.000237596,0.3122568,0.2431907,0.1070039,0.0700389,0.0389105,0.0194553,0.0068093,-113.4545752,53.61101072,TRUE,2
133,5309,171,Rutherford,2.249955066,1523373000,286941.6086,WARD 9,130,368,621,334,255,273,99,77,1938,0.0602689,0.2308762,0.5187761,0.7918405,0.9184052,0.9643023,0.4732601,0.52674,2157,0.6736208,0.2308762,0.5609643,0.2081595,0,0.072347017,0.00030412,0.1706073,0.2878999,0.1548447,0.1182197,0.1265647,0.0458971,0.0356977,-113.5298911,53.41833397,FALSE,1
134,1297,172,Mayliewan,1.195862429,552508500,425989.5914,WARD 3,43,90,100,98,63,57,34,18,751,0.0854871,0.2644135,0.4632207,0.7833002,0.8966203,0.9642147,0.5988836,0.4011164,503,0.6580517,0.2644135,0.5188867,0.2166998,0,0.055843817,0.000162414,0.1789264,0.1988072,0.194831,0.1252485,0.1133201,0.0675944,0.0357853,-113.4610565,53.6223391,FALSE,1
135,1475,173,Caernarvon,1.228850194,395036500,267821.3559,WARD 2,82,208,210,75,40,23,7,4,967,0.1263482,0.4468413,0.770416,0.9476117,0.9830508,0.9938367,0.5983911,0.4016089,649,0.8859784,0.4468413,0.5007704,0.0523883,0,0.058192406,0.000166852,0.3204931,0.3235747,0.1155624,0.0616333,0.0354391,0.0107858,0.0061633,-113.5273556,53.61162807,FALSE,2
136,1051,175,Laurier Heights,1.325826765,642697500,611510.4662,WARD 5,35,103,113,88,66,88,62,92,568,0.0540958,0.2132921,0.3879444,0.625966,0.7619784,0.8578053,0.4674897,0.5325103,647,0.5239567,0.2132921,0.4126739,0.374034,0,0.085953672,0.000179615,0.1591963,0.1746522,0.1360124,0.1020093,0.1360124,0.0958269,0.1421947,-113.5656806,53.5153327,FALSE,1
137,581,179,Windsor Park,0.7580138,556601500,958006.0241,WARD 8,13,17,46,39,39,33,22,51,222,0.05,0.1153846,0.2923077,0.5923077,0.7192308,0.8038462,0.4605809,0.5394191,260,0.4423077,0.1153846,0.4769231,0.4076923,0,0.047718778,0.000102713,0.0653846,0.1769231,0.15,0.15,0.1269231,0.0846154,0.1961538,-113.5354746,53.52462937,FALSE,0
138,29,180,Lewis Farms Industrial,0.76430234,21863000,753896.5517,WARD 1,1,1,2,0,0,0,1,1,27,0.1666667,0.3333333,0.6666667,0.6666667,0.6666667,0.8333333,0.8181818,0.1818182,6,0.6666667,0.3333333,0.3333333,0.3333333,0,0.060857916,0.000103596,0.1666667,0.3333333,0,0,0,0.1666667,0.1666667,-113.6800457,53.53651669,FALSE,1
139,2982,182,Queen Mary Park,1.803835939,460248500,154342.22,WARD 6,587,488,294,92,55,43,10,11,2367,0.371519,0.6803797,0.8664557,0.9594937,0.9867089,0.993038,0.599696,0.400304,1580,0.9246836,0.6803797,0.2791139,0.0405063,1,0.065887244,0.000244589,0.3088607,0.186076,0.0582278,0.0348101,0.0272152,0.0063291,0.006962,-113.519659,53.55343516,TRUE,3
140,621,184,Paisley,0.653114309,222863500,358878.4219,WARD 9,4,11,31,28,16,18,2,1,78,0.036036,0.1351351,0.4144144,0.8108108,0.972973,0.990991,0.4126984,0.5873016,111,0.6666667,0.1351351,0.6756757,0.1891892,0,0.038911355,8.83E-05,0.0990991,0.2792793,0.2522523,0.1441441,0.1621622,0.018018,0.009009,-113.5592713,53.41401306,FALSE,0
141,303,185,Graydon Hill,0.658965462,96021000,316900.9901,WARD 9,1,3,5,2,4,4,2,1,30,0.0454545,0.1818182,0.4090909,0.6818182,0.8636364,0.9545454,0.5769231,0.4230769,22,0.5,0.1818182,0.5,0.3181818,0,0.039000415,8.91E-05,0.1363636,0.2272727,0.0909091,0.1818182,0.1818182,0.0909091,0.0454545,-113.5592934,53.42125969,FALSE,0
142,2282,187,Charlesworth,2.660281066,742164500,325225.4601,WARD 12,51,188,340,179,108,107,38,31,826,0.0489443,0.2293666,0.5556622,0.831094,0.9337812,0.9702495,0.4421842,0.5578158,1042,0.7274472,0.2293666,0.6017274,0.1689059,0,0.112976258,0.000359656,0.1804223,0.3262956,0.171785,0.1036468,0.1026871,0.0364683,0.0297505,-113.4181899,53.4285564,FALSE,1
143,2058,189,Belvedere,1.673636014,396409000,192618.5617,WARD 4,343,326,239,74,38,20,10,6,1319,0.3248106,0.6335227,0.8598485,0.9659091,0.9848485,0.9943182,0.5553684,0.4446316,1056,0.9299242,0.6335227,0.3323864,0.0340909,1,0.071262079,0.000227147,0.3087121,0.2263258,0.0700758,0.0359848,0.0189394,0.0094697,0.0056818,-113.4342812,53.59369371,TRUE,3
144,1759,191,Brintnell,1.409561207,700875500,398451.1086,WARD 4,22,60,148,98,63,81,34,9,1581,0.0427184,0.1592233,0.4466019,0.7592233,0.9165049,0.9825243,0.7542939,0.2457061,515,0.6368932,0.1592233,0.6,0.2407767,0,0.069482792,0.000191431,0.1165049,0.2873786,0.1902913,0.1223301,0.1572815,0.0660194,0.0174757,-113.4073234,53.62141373,FALSE,0
145,4338,192,Walker,2.634183307,1310315500,302055.2098,WARD 12,88,503,547,235,121,115,37,20,887,0.0528211,0.3547419,0.6830732,0.8967587,0.9657863,0.9879952,0.3474344,0.6525656,1666,0.8241296,0.3547419,0.5420168,0.1032413,0,0.078005205,0.000356046,0.3019208,0.3283313,0.1410564,0.072629,0.0690276,0.0222089,0.0120048,-113.4304074,53.41764863,FALSE,1
146,607,194,Donsdale,0.67321343,413672500,681503.2949,WARD 5,6,19,34,18,27,44,21,77,282,0.0243902,0.101626,0.2398374,0.4227642,0.601626,0.6869919,0.5340909,0.4659091,246,0.3130081,0.101626,0.3211382,0.5772358,0,0.064453035,9.11E-05,0.0772358,0.1382114,0.0731707,0.1097561,0.1788618,0.0853659,0.3130081,-113.6354409,53.48499868,FALSE,0
147,556,195,Westridge,0.730589809,313057500,563053.0576,WARD 5,6,10,40,35,23,33,30,42,266,0.0273973,0.0730594,0.2557078,0.5205479,0.6712329,0.8082192,0.5484536,0.4515464,219,0.4155251,0.0730594,0.4474886,0.479452,0,0.081480295,9.90E-05,0.0456621,0.1826484,0.1598174,0.1050228,0.1506849,0.1369863,0.1917808,-113.6053806,53.50624298,FALSE,0
148,1805,196,Rosenthal,2.663378654,530341500,293818.0055,WARD 1,7,31,91,48,24,36,5,2,288,0.0286885,0.1557377,0.5286885,0.8237705,0.9713115,0.9918033,0.5413534,0.4586466,244,0.7254099,0.1557377,0.6680328,0.1762295,0,0.078553141,0.000360857,0.1270492,0.3729508,0.1967213,0.0983607,0.147541,0.0204918,0.0081967,-113.7012239,53.51939493,FALSE,0
149,2184,197,Secord,2.64375248,788997000,361262.3626,WARD 1,9,357,128,96,59,90,24,11,356,0.0116279,0.4728682,0.6382429,0.8385013,0.9547803,0.9857881,0.3150443,0.6849558,774,0.7622739,0.4728682,0.3656331,0.1614987,1,0.078908386,0.000358326,0.4612403,0.1653747,0.124031,0.0762274,0.1162791,0.0310078,0.0142119,-113.7013298,53.53394277,TRUE,2
150,1295,198,Suder Greens,0.983510228,433998500,335133.9768,WARD 1,31,137,201,122,80,82,38,27,449,0.0431755,0.2339833,0.5139276,0.7952646,0.9094707,0.9623955,0.3847472,0.6152528,718,0.683844,0.2339833,0.5612813,0.2047354,0,0.065686526,0.000133271,0.1908078,0.2799443,0.1699164,0.1114206,0.1142061,0.0529248,0.0376045,-113.6790718,53.52479871,FALSE,1
151,669,200,Terrace Heights,0.759785567,220707000,329905.8296,WARD 8,111,118,99,42,32,40,15,7,684,0.2392241,0.4935345,0.7068965,0.8663793,0.9525862,0.9849138,0.5958188,0.4041812,464,0.7974138,0.4935345,0.3728448,0.1336207,1,0.059552221,0.000102992,0.2543103,0.2133621,0.0905172,0.0689655,0.0862069,0.0323276,0.0150862,-113.4364211,53.54112943,TRUE,2
152,1035,202,Avonmore,0.897089826,357283500,345201.4493,WARD 11,98,148,109,50,27,36,16,5,479,0.200409,0.5030675,0.7259713,0.8834356,0.9570552,0.9897751,0.4948347,0.5051653,489,0.8282208,0.5030675,0.3803681,0.1165644,1,0.055666377,0.000121513,0.3026585,0.2229039,0.1022495,0.0552147,0.0736196,0.0327198,0.0102249,-113.4525428,53.50900834,TRUE,2
153,2271,203,Cumberland,1.456548157,734571000,323457.0674,WARD 2,40,128,253,201,167,127,39,21,1073,0.0409836,0.1721312,0.4313525,0.8084016,0.9385246,0.9784836,0.5236701,0.4763299,976,0.6372951,0.1721312,0.6362705,0.1915984,0,0.071840716,0.000197766,0.1311475,0.2592213,0.2059426,0.1711066,0.1301229,0.039959,0.0215164,-113.5519406,53.61098539,FALSE,0
154,1969,204,Dunluce,2.227150604,536925000,272689.1823,WARD 3,203,317,312,122,69,60,10,8,1286,0.1843778,0.4722979,0.7556767,0.9291553,0.9836512,0.9927339,0.5387515,0.4612484,1101,0.866485,0.4722979,0.4568574,0.0708447,1,0.080305936,0.000302476,0.2879201,0.2833788,0.1108084,0.0626703,0.0544959,0.0090827,0.0072661,-113.5286687,53.62239887,TRUE,2
155,1326,205,Lorelei,1.220997712,368322500,277769.6078,WARD 3,166,352,274,89,52,41,10,6,425,0.1676768,0.5232323,0.8,0.9424242,0.9838384,0.9939394,0.3003533,0.6996467,990,0.889899,0.5232323,0.4191919,0.0575758,1,0.064749461,0.000165837,0.3555556,0.2767677,0.089899,0.0525253,0.0414141,0.010101,0.0060606,-113.503265,53.62487718,TRUE,2
156,1750,206,Beaumaris,1.439970821,515656000,294660.5714,WARD 3,114,209,182,72,48,47,20,14,1253,0.1614731,0.4575071,0.7152975,0.8852691,0.9518414,0.98017,0.639612,0.360388,706,0.8172805,0.4575071,0.427762,0.1147309,1,0.07019619,0.000195548,0.296034,0.2577904,0.101983,0.0679887,0.0665722,0.0283286,0.01983,-113.5052494,53.61795358,TRUE,2
157,1233,208,Bulyea Heights,1.481003082,685632000,556068.1265,WARD 9,17,39,81,47,35,57,43,55,816,0.0454545,0.1497326,0.3663101,0.5855615,0.7379679,0.8529412,0.6857143,0.3142857,374,0.4919786,0.1497326,0.4358289,0.4144385,0,0.080585092,0.000200446,0.1042781,0.2165775,0.1256685,0.0935829,0.1524064,0.1149733,0.1470588,-113.5694802,53.47497062,FALSE,0
158,1134,210,Callaghan,0.817914512,498663000,439738.0952,WARD 9,24,87,174,78,59,57,29,38,794,0.043956,0.2032967,0.521978,0.7728938,0.8772894,0.9304029,0.5925373,0.4074627,546,0.6648352,0.2032967,0.5695971,0.2271062,0,0.069212441,0.000110527,0.1593407,0.3186813,0.1428571,0.1080586,0.1043956,0.0531136,0.0695971,-113.5263741,53.40798516,FALSE,1
159,855,212,Elsinore,0.841471069,347427000,406347.3684,WARD 3,17,55,98,40,48,39,10,20,463,0.0519878,0.2201835,0.5198777,0.7889909,0.9082569,0.9388379,0.586076,0.413924,327,0.6422018,0.2201835,0.5688074,0.2110092,0,0.049498103,0.000114331,0.1681957,0.2996942,0.1223242,0.146789,0.1192661,0.030581,0.0611621,-113.4990744,53.64033272,FALSE,1
160,268,215,Stewart Greens,0.69700793,128120500,478061.5672,WARD 1,0,2,11,7,11,7,2,0,35,0,0.05,0.325,0.775,0.95,1,0.4666667,0.5333334,40,0.5,0.05,0.725,0.225,0,0.04295763,9.45E-05,0.05,0.275,0.175,0.275,0.175,0.05,0,-113.6701606,53.53744347,FALSE,0
161,2338,216,Clareview Town Centre,1.363565974,350373500,149860.3507,WARD 4,99,161,190,92,31,24,7,4,814,0.162829,0.4276316,0.7401316,0.9424342,0.9819079,0.9934211,0.5724332,0.4275668,608,0.8914474,0.4276316,0.5148026,0.0575658,0,0.061273509,0.000185099,0.2648026,0.3125,0.1513158,0.0509868,0.0394737,0.0115132,0.0065789,-113.4070985,53.60195993,FALSE,2
162,417,218,Sifton Park,0.50404352,113922500,273195.4436,WARD 4,40,33,54,12,9,7,2,1,646,0.2531646,0.4620253,0.8037975,0.9367089,0.9810126,0.9936709,0.8034826,0.1965174,158,0.8797469,0.4620253,0.4746836,0.0632911,0,0.044096622,6.84E-05,0.2088608,0.3417721,0.0759494,0.056962,0.0443038,0.0126582,0.0063291,-113.4083468,53.59444386,FALSE,2
163,411,221,Elmwood Park,0.479574314,104146500,253397.8102,WARD 7,72,79,53,20,10,8,2,0,311,0.295082,0.6188524,0.8360656,0.9590164,0.9918033,1,0.5603604,0.4396396,244,0.9180328,0.6188524,0.3401639,0.0409836,1,0.035937355,6.51E-05,0.3237705,0.2172131,0.0819672,0.0409836,0.0327869,0.0081967,0,-113.4613196,53.57977515,TRUE,3
164,444,222,Patricia Heights,0.610729247,207342000,466986.4865,WARD 5,15,47,65,34,23,36,17,19,411,0.0585938,0.2421875,0.4960938,0.71875,0.859375,0.9257813,0.6161919,0.3838081,256,0.6289063,0.2421875,0.4765625,0.28125,0,0.064112264,8.27E-05,0.1835938,0.2539063,0.1328125,0.0898438,0.140625,0.0664063,0.0742188,-113.5974685,53.50926872,FALSE,1
165,1658,223,Baturyn,1.406218311,502045500,302801.8697,WARD 3,33,138,202,101,46,26,7,4,1191,0.059246,0.3070018,0.6696589,0.9335727,0.9802514,0.9928187,0.6813501,0.3186499,557,0.8509874,0.3070018,0.6265709,0.0664273,0,0.066023928,0.000191026,0.2477558,0.3626571,0.1813285,0.0825853,0.0466786,0.0125673,0.0071813,-113.5049501,53.63209821,FALSE,1
166,1114,224,Carlisle,0.961897334,332913500,298845.1526,WARD 2,133,270,250,87,59,36,9,7,510,0.1562867,0.4735605,0.7673326,0.9388954,0.9811986,0.9917744,0.3747245,0.6252756,851,0.8695652,0.4735605,0.4653349,0.0611046,1,0.052605289,0.000130581,0.3172738,0.293772,0.1022327,0.0693302,0.0423032,0.0105758,0.0082256,-113.5253481,53.6035551,TRUE,2
167,1380,225,Pollard Meadows,1.052584872,361883500,262234.4203,WARD 12,134,269,202,75,30,21,5,1,836,0.1818182,0.5468114,0.8208955,0.963365,0.9918589,0.9986432,0.5314685,0.4685315,737,0.9226595,0.5468114,0.4165536,0.036635,1,0.053057358,0.000142375,0.3649932,0.2740841,0.1017639,0.0407056,0.0284939,0.0067843,0.0013569,-113.4119871,53.44909015,TRUE,2
168,1217,226,Sakaw,1.112078674,379491000,311824.9795,WARD 11,317,244,242,81,38,44,15,3,397,0.3221545,0.5701219,0.8160569,0.9369919,0.9817073,0.9969512,0.2874728,0.7125272,984,0.898374,0.5701219,0.3668699,0.0630081,1,0.05427774,0.000150397,0.2479675,0.245935,0.0823171,0.0386179,0.0447154,0.0152439,0.0030488,-113.4287703,53.44179712,TRUE,2
169,1206,227,Beverly Heights,1.384168828,393911500,326626.4511,WARD 7,265,329,130,43,17,18,5,3,822,0.3271605,0.7333333,0.8938271,0.9679012,0.9901235,0.9962963,0.5036765,0.4963235,810,0.9469136,0.7333333,0.2345679,0.0320988,1,0.0696009,0.000187738,0.4061728,0.1604938,0.0530864,0.0209877,0.0222222,0.0061728,0.0037037,-113.4043685,53.56612294,TRUE,3
170,1442,228,Kensington,1.32538324,409985000,284316.9209,WARD 2,119,162,148,51,28,19,7,3,1102,0.2216015,0.5232775,0.7988827,0.9459963,0.981378,0.9944134,0.6723612,0.3276388,537,0.8938547,0.5232775,0.4227188,0.0540037,1,0.063711719,0.000179892,0.301676,0.2756052,0.0949721,0.0521415,0.0353817,0.0130354,0.0055866,-113.5288547,53.59582726,TRUE,2
171,1022,229,Albany,0.843312283,199965000,195660.4697,WARD 2,10,56,63,30,9,14,13,3,350,0.050505,0.3333333,0.6515151,0.8484849,0.9191919,0.9848485,0.6386861,0.3613139,198,0.8030303,0.3333333,0.5151515,0.1515152,0,0.053580232,0.000114562,0.2828283,0.3181818,0.1515152,0.0454545,0.0707071,0.0656566,0.0151515,-113.5497759,53.63171962,FALSE,1
172,1394,232,Crawford Plains,1.126542482,431810000,309763.2712,WARD 12,58,174,282,127,87,56,18,12,613,0.0712531,0.2850123,0.6314496,0.8943489,0.963145,0.985258,0.4295725,0.5704275,814,0.7874693,0.2850123,0.6093366,0.1056511,0,0.06431947,0.000152351,0.2137592,0.3464373,0.1560197,0.1068796,0.0687961,0.022113,0.014742,-113.4069323,53.44122537,FALSE,1
173,344,234,Argyll,0.359056056,127897500,371795.0581,WARD 11,18,25,33,17,22,10,3,3,204,0.1374046,0.3282443,0.5801527,0.8778626,0.9541985,0.9770992,0.6089552,0.3910448,131,0.7099237,0.3282443,0.5496183,0.1221374,0,0.03270623,4.86E-05,0.1908397,0.2519084,0.129771,0.1679389,0.0763359,0.0229008,0.0229008,-113.4612126,53.50249461,FALSE,1
174,758,236,Tweddle Place,1.119256262,236757500,312344.9868,WARD 11,43,98,93,40,29,24,4,1,773,0.1295181,0.4246988,0.7048193,0.9126506,0.9849398,0.9969879,0.6995475,0.3004525,332,0.8253012,0.4246988,0.4879518,0.0873494,0,0.051715805,0.000151498,0.2951807,0.2801205,0.1204819,0.0873494,0.0722892,0.0120482,0.003012,-113.4585551,53.47855768,FALSE,2
175,1167,237,Montrose,1.31041415,286209500,245252.3565,WARD 7,171,236,224,74,19,18,8,4,712,0.2267905,0.5397878,0.83687,0.9602122,0.9840849,0.9946949,0.4856753,0.5143247,754,0.9350132,0.5397878,0.4204244,0.0397878,1,0.063381617,0.000177769,0.3129973,0.2970822,0.0981432,0.0251989,0.0238727,0.0106101,0.005305,-113.4417029,53.57428616,TRUE,2
176,1020,239,Rundle Heights,0.823978434,241016000,236290.1961,WARD 7,129,433,206,34,23,14,2,1,544,0.1532066,0.6674584,0.912114,0.97981,0.9964371,0.9988124,0.3924964,0.6075036,842,0.9524941,0.6674584,0.3123516,0.02019,1,0.054418947,0.000111749,0.5142518,0.2446556,0.04038,0.0273159,0.0166271,0.0023753,0.0011876,-113.3913977,53.56287685,TRUE,3
177,1037,240,Homesteader,1.577835578,277405000,267507.2324,WARD 4,126,242,222,81,45,24,14,6,513,0.1657895,0.4842105,0.7763158,0.9421052,0.9736842,0.9921052,0.4029851,0.5970149,760,0.8828948,0.4842105,0.4578947,0.0578947,1,0.071413098,0.000214106,0.3184211,0.2921053,0.1065789,0.0592105,0.0315789,0.0184211,0.0078947,-113.4064663,53.58518415,TRUE,2
178,651,241,Bergman,0.708336998,187148000,287477.7266,WARD 7,39,86,69,39,26,22,11,7,265,0.1304348,0.4180602,0.6488295,0.8662207,0.9397993,0.9765886,0.4698582,0.5301418,299,0.7792642,0.4180602,0.4481605,0.1337793,0,0.056665237,9.61E-05,0.2876254,0.2307692,0.1304348,0.0869565,0.0735786,0.0367893,0.0234114,-113.4087734,53.57894778,FALSE,2
179,1480,242,Baranow,0.779204239,186737000,126173.6486,WARD 2,144,143,94,18,11,5,2,3,555,0.3428572,0.6833333,0.9071429,0.9761904,0.9880952,0.9928572,0.5692308,0.4307692,420,0.95,0.6833333,0.2928571,0.0238095,1,0.054490754,0.000105788,0.3404762,0.2238095,0.0428571,0.0261905,0.0119048,0.0047619,0.0071429,-113.5379555,53.60685801,TRUE,3
180,1172,243,Newton,1.065556465,337577000,288034.9829,WARD 7,137,191,162,59,41,23,4,5,528,0.2202572,0.5273312,0.7877814,0.948553,0.9855306,0.9919614,0.4591304,0.5408696,622,0.8826367,0.5273312,0.4212219,0.0514469,1,0.04867157,0.000144559,0.307074,0.2604502,0.0948553,0.0659164,0.0369775,0.0064309,0.0080386,-113.4244251,53.57622686,TRUE,2
181,1400,244,Delwood,1.334660715,409639500,292599.6429,WARD 7,113,194,146,71,35,40,10,4,723,0.1843393,0.5008157,0.7389886,0.9119086,0.9771615,0.9934747,0.5411677,0.4588323,613,0.8548124,0.5008157,0.411093,0.0880914,1,0.063599001,0.000181151,0.3164763,0.2381729,0.1158238,0.0570962,0.0652529,0.0163132,0.0065253,-113.4551354,53.59595504,TRUE,2
182,1967,245,Eaux Claires,1.28620197,439228000,223298.424,WARD 3,56,166,222,95,55,45,23,20,570,0.0821114,0.3255132,0.6510264,0.8709677,0.9369501,0.9706745,0.4552716,0.5447285,682,0.7903226,0.3255132,0.5454546,0.1290323,0,0.053742392,0.00017468,0.2434018,0.3255132,0.1392962,0.0806452,0.0659824,0.0337243,0.0293255,-113.4858995,53.62166836,FALSE,1
183,970,246,Gold Bar,1.04482073,352515500,363418.0412,WARD 8,83,138,213,94,55,43,23,13,459,0.1253776,0.3338369,0.6555891,0.8806646,0.9456193,0.9803625,0.4094558,0.5905442,662,0.7975831,0.3338369,0.5468278,0.1193353,0,0.074504409,0.000141651,0.2084592,0.3217523,0.141994,0.0830816,0.0649547,0.0347432,0.0196375,-113.4123934,53.54789759,FALSE,1
184,643,247,Brookside,1.194911937,375003500,583209.1757,WARD 9,18,72,54,54,38,52,34,50,332,0.0483871,0.2419355,0.3870968,0.6344086,0.7741935,0.8655914,0.4715909,0.5284091,372,0.5322581,0.2419355,0.3924731,0.3655914,0,0.081489446,0.000161786,0.1935484,0.1451613,0.1451613,0.1021505,0.1397849,0.0913979,0.1344086,-113.5668404,53.49050286,FALSE,1
185,787,248,Lynnwood,0.895015484,307265500,390426.3024,WARD 5,70,159,161,58,45,45,15,6,816,0.1252236,0.4096601,0.6976744,0.881932,0.9624329,0.9892666,0.5934545,0.4065455,559,0.8014311,0.4096601,0.4722719,0.118068,0,0.069675354,0.000121254,0.2844365,0.2880143,0.1037567,0.0805009,0.0805009,0.0268336,0.0107335,-113.5880855,53.51608558,FALSE,2
186,1273,249,Balwin,1.402659844,334371000,262663.7863,WARD 7,321,282,175,53,35,12,8,4,654,0.3606741,0.6775281,0.8741573,0.9730337,0.9865168,0.9955056,0.4235751,0.5764249,890,0.9337079,0.6775281,0.2955056,0.0269663,1,0.067446014,0.000190346,0.3168539,0.1966292,0.0595506,0.0393258,0.0134831,0.0089888,0.0044944,-113.454636,53.58828672,TRUE,3
187,376,250,Abbottsfield,0.409629081,58555500,155732.7128,WARD 7,206,170,79,23,4,3,3,2,195,0.4204082,0.7673469,0.9285714,0.9836735,0.9897959,0.9959184,0.2846715,0.7153285,490,0.9755102,0.7673469,0.2163265,0.0163265,1,0.030833771,5.56E-05,0.3469388,0.1612245,0.0469388,0.0081633,0.0061224,0.0061224,0.0040816,-113.3896613,53.57373015,TRUE,3
188,467,251,Overlanders,0.841195538,141747000,303526.7666,WARD 4,129,207,192,60,38,20,3,7,571,0.1966463,0.5121951,0.8048781,0.9542683,0.9847561,0.9893293,0.4653627,0.5346373,656,0.8963414,0.5121951,0.4420732,0.0457317,1,0.049779195,0.000114134,0.3155488,0.2926829,0.0914634,0.0579268,0.0304878,0.0045732,0.0106707,-113.3887296,53.58138874,TRUE,2
189,952,252,Meyokumin,0.974079704,279542000,293636.5546,WARD 11,63,171,168,79,38,31,7,3,455,0.1125,0.4178571,0.7178571,0.9267857,0.9821429,0.9946429,0.4482759,0.5517241,560,0.8589286,0.4178571,0.5089286,0.0732143,0,0.048551134,0.000131758,0.3053571,0.3,0.1410714,0.0678571,0.0553571,0.0125,0.0053571,-113.4271937,53.449723,FALSE,2
190,1276,255,Jackson Heights,1.267804997,486720000,381442.0063,WARD 12,41,120,158,78,56,41,9,13,717,0.0794574,0.3120155,0.6182171,0.877907,0.9573643,0.9748062,0.5815085,0.4184915,516,0.7693799,0.3120155,0.5658914,0.122093,0,0.062615923,0.00017162,0.2325581,0.3062015,0.1511628,0.1085271,0.0794574,0.0174419,0.0251938,-113.4094234,53.48313874,FALSE,1
191,382,257,Grandview Heights,0.561883189,292334500,765273.5602,WARD 10,9,17,20,28,22,24,25,54,236,0.0452261,0.1306533,0.2311558,0.4824121,0.6030151,0.7286432,0.5425287,0.4574713,199,0.3718593,0.1306533,0.3517588,0.517588,0,0.042385647,7.61E-05,0.0854271,0.1005025,0.1407035,0.1105528,0.120603,0.1256281,0.2713568,-113.5480352,53.50030179,FALSE,0
192,1416,258,Ozerna,1.119814651,561339500,396426.2006,WARD 3,59,129,166,78,67,65,23,21,747,0.0970395,0.3092105,0.5822368,0.8207237,0.9276316,0.9654605,0.5512915,0.4487085,608,0.7105263,0.3092105,0.5115132,0.1792763,0,0.055427652,0.000152085,0.212171,0.2730263,0.1282895,0.1101974,0.1069079,0.0378289,0.0345395,-113.4488278,53.62221883,FALSE,1
193,1452,259,Matt Berry,1.137771756,523469500,360516.1846,WARD 4,32,141,237,168,69,84,25,16,470,0.0414508,0.2240933,0.5310881,0.8380829,0.9468912,0.9792746,0.3784219,0.6215781,772,0.7487047,0.2240933,0.6139897,0.1619171,0,0.052633916,0.000154523,0.1826425,0.3069948,0.2176166,0.0893782,0.1088083,0.0323834,0.0207254,-113.4368012,53.62250527,FALSE,1
194,2858,261,Ermineskin,1.204175349,430144500,150505.4234,WARD 10,367,531,322,94,60,45,28,11,986,0.2517147,0.6159122,0.8367627,0.9423868,0.973251,0.9924554,0.403437,0.596563,1458,0.9012346,0.6159122,0.3264746,0.0576132,1,0.06266826,0.000162914,0.3641975,0.2208505,0.0644719,0.0411523,0.0308642,0.0192044,0.0075446,-113.5054095,53.45756818,TRUE,3
195,848,262,Bearspaw,0.865185435,352625000,415831.3679,WARD 10,56,103,127,72,46,63,25,23,302,0.1087379,0.3087379,0.5553398,0.784466,0.9067961,0.9553398,0.369645,0.6303549,515,0.6951456,0.3087379,0.4757282,0.215534,0,0.056890607,0.000117012,0.2,0.2466019,0.1398058,0.0893204,0.1223301,0.0485437,0.0446602,-113.5010364,53.44333302,FALSE,1
196,1122,263,Belgravia,0.867544792,641959000,572155.9715,WARD 8,96,74,113,58,59,47,63,102,308,0.1568628,0.2777778,0.4624183,0.6535948,0.7303922,0.8333333,0.3347826,0.6652174,612,0.5571895,0.2777778,0.375817,0.3464052,0,0.053346975,0.000117517,0.120915,0.1846405,0.0947712,0.0964052,0.0767974,0.1029412,0.1666667,-113.5338091,53.51096029,FALSE,1
197,720,264,Aspen Gardens,0.666305115,300202500,416947.9167,WARD 10,32,69,100,44,45,63,28,32,217,0.0774818,0.2445521,0.4866828,0.7021792,0.8547215,0.9225181,0.3444445,0.6555555,413,0.5932204,0.2445521,0.4576271,0.2978208,0,0.053602409,9.02E-05,0.1670702,0.2421308,0.1065375,0.1089588,0.1525424,0.0677966,0.0774818,-113.5448501,53.47713448,FALSE,1
198,825,265,Cromdale,0.358879384,155187000,188105.4545,WARD 7,168,133,74,21,11,9,11,8,666,0.3862069,0.691954,0.862069,0.9356322,0.9563218,0.9816092,0.6049047,0.3950954,435,0.9103448,0.691954,0.2436782,0.0643678,1,0.059359673,4.87E-05,0.3057471,0.1701149,0.0482759,0.0252874,0.0206897,0.0252874,0.0183908,-113.4652272,53.55957184,TRUE,3
