idx,name,census_type,census_type_value,pct_category,pct,LI_greater_than_MC,Pct_LowIncome_less_than_60K,Pct_MiddleClass_60K_to_150K,Pct_Over_150K,POINT_X,POINT_Y,Assessed_Value_Sum,Avg_Assessed_Value
335,Parkview,c2016_250K_or_more,95,Pct_250K_or_more,0.131397,0,0.230982,0.4246196,0.3443983,-113.567783,53.52394272,921129500,641902.0906
336,Beacon Heights,c2016_Less_than_30K,142,Pct_less_than_30k,0.2320261,1,0.4803922,0.4656863,0.0539216,-113.4060949,53.57352504,294276500,259732.1271
337,Beacon Heights,c2016_30K_to_60K,152,Pct_30K_to_60K,0.248366,1,0.4803922,0.4656863,0.0539216,-113.4060949,53.57352504,294276500,259732.1271
338,Beacon Heights,c2016_60K_to_100K,190,Pct_60K_to_100K,0.3104575,1,0.4803922,0.4656863,0.0539216,-113.4060949,53.57352504,294276500,259732.1271
339,Beacon Heights,c2016_100K_to_125K,62,Pct_100K_to_125K,0.1013072,1,0.4803922,0.4656863,0.0539216,-113.4060949,53.57352504,294276500,259732.1271
340,Beacon Heights,c2016_125K_to_150K,33,Pct_125K_150K,0.0539216,1,0.4803922,0.4656863,0.0539216,-113.4060949,53.57352504,294276500,259732.1271
341,Beacon Heights,c2016_150K_to_200K,24,Pct_150K_to_200K,0.0392157,1,0.4803922,0.4656863,0.0539216,-113.4060949,53.57352504,294276500,259732.1271
342,Beacon Heights,c2016_200K_to_250K,6,Pct_200K_to_250K,0.0098039,1,0.4803922,0.4656863,0.0539216,-113.4060949,53.57352504,294276500,259732.1271
343,Beacon Heights,c2016_250K_or_more,3,Pct_250K_or_more,0.004902,1,0.4803922,0.4656863,0.0539216,-113.4060949,53.57352504,294276500,259732.1271
344,Aldergrove,c2016_Less_than_30K,119,Pct_less_than_30k,0.1240876,0,0.4014598,0.5119917,0.0865485,-113.6411587,53.51679476,505432000,310843.7884
345,Aldergrove,c2016_30K_to_60K,266,Pct_30K_to_60K,0.2773723,0,0.4014598,0.5119917,0.0865485,-113.6411587,53.51679476,505432000,310843.7884
346,Aldergrove,c2016_60K_to_100K,284,Pct_60K_to_100K,0.2961418,0,0.4014598,0.5119917,0.0865485,-113.6411587,53.51679476,505432000,310843.7884
347,Aldergrove,c2016_100K_to_125K,135,Pct_100K_to_125K,0.1407716,0,0.4014598,0.5119917,0.0865485,-113.6411587,53.51679476,505432000,310843.7884
348,Aldergrove,c2016_125K_to_150K,72,Pct_125K_150K,0.0750782,0,0.4014598,0.5119917,0.0865485,-113.6411587,53.51679476,505432000,310843.7884
349,Aldergrove,c2016_150K_to_200K,49,Pct_150K_to_200K,0.0510949,0,0.4014598,0.5119917,0.0865485,-113.6411587,53.51679476,505432000,310843.7884
350,Aldergrove,c2016_200K_to_250K,22,Pct_200K_to_250K,0.0229406,0,0.4014598,0.5119917,0.0865485,-113.6411587,53.51679476,505432000,310843.7884
351,Aldergrove,c2016_250K_or_more,12,Pct_250K_or_more,0.012513,0,0.4014598,0.5119917,0.0865485,-113.6411587,53.51679476,505432000,310843.7884
352,Eastwood,c2016_Less_than_30K,341,Pct_less_than_30k,0.3827161,1,0.7261504,0.2547699,0.0190797,-113.4681511,53.57444477,264156500,234597.2469
353,Eastwood,c2016_30K_to_60K,306,Pct_30K_to_60K,0.3434343,1,0.7261504,0.2547699,0.0190797,-113.4681511,53.57444477,264156500,234597.2469
354,Eastwood,c2016_60K_to_100K,173,Pct_60K_to_100K,0.1941639,1,0.7261504,0.2547699,0.0190797,-113.4681511,53.57444477,264156500,234597.2469
355,Eastwood,c2016_100K_to_125K,42,Pct_100K_to_125K,0.047138,1,0.7261504,0.2547699,0.0190797,-113.4681511,53.57444477,264156500,234597.2469
356,Eastwood,c2016_125K_to_150K,12,Pct_125K_150K,0.013468,1,0.7261504,0.2547699,0.0190797,-113.4681511,53.57444477,264156500,234597.2469
357,Eastwood,c2016_150K_to_200K,12,Pct_150K_to_200K,0.013468,1,0.7261504,0.2547699,0.0190797,-113.4681511,53.57444477,264156500,234597.2469
358,Eastwood,c2016_200K_to_250K,4,Pct_200K_to_250K,0.0044893,1,0.7261504,0.2547699,0.0190797,-113.4681511,53.57444477,264156500,234597.2469
359,Eastwood,c2016_250K_or_more,1,Pct_250K_or_more,0.0011223,1,0.7261504,0.2547699,0.0190797,-113.4681511,53.57444477,264156500,234597.2469
360,Lauderdale,c2016_Less_than_30K,88,Pct_less_than_30k,0.2141119,1,0.5474452,0.3917275,0.0608273,-113.5042607,53.58848165,241210000,283443.0082
361,Lauderdale,c2016_30K_to_60K,137,Pct_30K_to_60K,0.3333333,1,0.5474452,0.3917275,0.0608273,-113.5042607,53.58848165,241210000,283443.0082
362,Lauderdale,c2016_60K_to_100K,100,Pct_60K_to_100K,0.243309,1,0.5474452,0.3917275,0.0608273,-113.5042607,53.58848165,241210000,283443.0082
363,Lauderdale,c2016_100K_to_125K,40,Pct_100K_to_125K,0.0973236,1,0.5474452,0.3917275,0.0608273,-113.5042607,53.58848165,241210000,283443.0082
364,Lauderdale,c2016_125K_to_150K,21,Pct_125K_150K,0.0510949,1,0.5474452,0.3917275,0.0608273,-113.5042607,53.58848165,241210000,283443.0082
365,Lauderdale,c2016_150K_to_200K,18,Pct_150K_to_200K,0.0437956,1,0.5474452,0.3917275,0.0608273,-113.5042607,53.58848165,241210000,283443.0082
366,Lauderdale,c2016_200K_to_250K,3,Pct_200K_to_250K,0.0072993,1,0.5474452,0.3917275,0.0608273,-113.5042607,53.58848165,241210000,283443.0082
367,Lauderdale,c2016_250K_or_more,4,Pct_250K_or_more,0.0097324,1,0.5474452,0.3917275,0.0608273,-113.5042607,53.58848165,241210000,283443.0082
368,Rosslyn,c2016_Less_than_30K,251,Pct_less_than_30k,0.322208,1,0.5596919,0.4184852,0.0218228,-113.5042653,53.59575935,292826500,278352.1863
369,Rosslyn,c2016_30K_to_60K,185,Pct_30K_to_60K,0.2374839,1,0.5596919,0.4184852,0.0218228,-113.5042653,53.59575935,292826500,278352.1863
370,Rosslyn,c2016_60K_to_100K,185,Pct_60K_to_100K,0.2374839,1,0.5596919,0.4184852,0.0218228,-113.5042653,53.59575935,292826500,278352.1863
371,Rosslyn,c2016_100K_to_125K,99,Pct_100K_to_125K,0.127086,1,0.5596919,0.4184852,0.0218228,-113.5042653,53.59575935,292826500,278352.1863
372,Rosslyn,c2016_125K_to_150K,42,Pct_125K_150K,0.0539153,1,0.5596919,0.4184852,0.0218228,-113.5042653,53.59575935,292826500,278352.1863
373,Rosslyn,c2016_150K_to_200K,10,Pct_150K_to_200K,0.012837,1,0.5596919,0.4184852,0.0218228,-113.5042653,53.59575935,292826500,278352.1863
374,Rosslyn,c2016_200K_to_250K,6,Pct_200K_to_250K,0.0077022,1,0.5596919,0.4184852,0.0218228,-113.5042653,53.59575935,292826500,278352.1863
375,Rosslyn,c2016_250K_or_more,1,Pct_250K_or_more,0.0012837,1,0.5596919,0.4184852,0.0218228,-113.5042653,53.59575935,292826500,278352.1863
376,Killarney,c2016_Less_than_30K,179,Pct_less_than_30k,0.2268694,1,0.5868188,0.391635,0.0215463,-113.4795721,53.5884755,262008000,297398.4109
377,Killarney,c2016_30K_to_60K,284,Pct_30K_to_60K,0.3599493,1,0.5868188,0.391635,0.0215463,-113.4795721,53.5884755,262008000,297398.4109
378,Killarney,c2016_60K_to_100K,216,Pct_60K_to_100K,0.2737643,1,0.5868188,0.391635,0.0215463,-113.4795721,53.5884755,262008000,297398.4109
379,Killarney,c2016_100K_to_125K,64,Pct_100K_to_125K,0.0811153,1,0.5868188,0.391635,0.0215463,-113.4795721,53.5884755,262008000,297398.4109
380,Killarney,c2016_125K_to_150K,29,Pct_125K_150K,0.0367554,1,0.5868188,0.391635,0.0215463,-113.4795721,53.5884755,262008000,297398.4109
381,Killarney,c2016_150K_to_200K,11,Pct_150K_to_200K,0.0139417,1,0.5868188,0.391635,0.0215463,-113.4795721,53.5884755,262008000,297398.4109
382,Killarney,c2016_200K_to_250K,4,Pct_200K_to_250K,0.0050697,1,0.5868188,0.391635,0.0215463,-113.4795721,53.5884755,262008000,297398.4109
383,Killarney,c2016_250K_or_more,2,Pct_250K_or_more,0.0025349,1,0.5868188,0.391635,0.0215463,-113.4795721,53.5884755,262008000,297398.4109
384,Jasper Park,c2016_Less_than_30K,104,Pct_less_than_30k,0.2447059,1,0.5435294,0.4,0.0564706,-113.5841084,53.52306995,195373500,271729.4854
385,Jasper Park,c2016_30K_to_60K,127,Pct_30K_to_60K,0.2988235,1,0.5435294,0.4,0.0564706,-113.5841084,53.52306995,195373500,271729.4854
386,Jasper Park,c2016_60K_to_100K,118,Pct_60K_to_100K,0.277647,1,0.5435294,0.4,0.0564706,-113.5841084,53.52306995,195373500,271729.4854
387,Jasper Park,c2016_100K_to_125K,27,Pct_100K_to_125K,0.0635294,1,0.5435294,0.4,0.0564706,-113.5841084,53.52306995,195373500,271729.4854
388,Jasper Park,c2016_125K_to_150K,25,Pct_125K_150K,0.0588235,1,0.5435294,0.4,0.0564706,-113.5841084,53.52306995,195373500,271729.4854
389,Jasper Park,c2016_150K_to_200K,12,Pct_150K_to_200K,0.0282353,1,0.5435294,0.4,0.0564706,-113.5841084,53.52306995,195373500,271729.4854
390,Jasper Park,c2016_200K_to_250K,6,Pct_200K_to_250K,0.0141176,1,0.5435294,0.4,0.0564706,-113.5841084,53.52306995,195373500,271729.4854
391,Jasper Park,c2016_250K_or_more,6,Pct_250K_or_more,0.0141176,1,0.5435294,0.4,0.0564706,-113.5841084,53.52306995,195373500,271729.4854
392,Richfield,c2016_Less_than_30K,72,Pct_less_than_30k,0.2222222,0,0.4753087,0.4753087,0.0493827,-113.459061,53.46928042,220807500,309687.9383
393,Richfield,c2016_30K_to_60K,82,Pct_30K_to_60K,0.2530864,0,0.4753087,0.4753087,0.0493827,-113.459061,53.46928042,220807500,309687.9383
394,Richfield,c2016_60K_to_100K,100,Pct_60K_to_100K,0.308642,0,0.4753087,0.4753087,0.0493827,-113.459061,53.46928042,220807500,309687.9383
395,Richfield,c2016_100K_to_125K,30,Pct_100K_to_125K,0.0925926,0,0.4753087,0.4753087,0.0493827,-113.459061,53.46928042,220807500,309687.9383
396,Richfield,c2016_125K_to_150K,24,Pct_125K_150K,0.0740741,0,0.4753087,0.4753087,0.0493827,-113.459061,53.46928042,220807500,309687.9383
397,Richfield,c2016_150K_to_200K,12,Pct_150K_to_200K,0.037037,0,0.4753087,0.4753087,0.0493827,-113.459061,53.46928042,220807500,309687.9383
398,Richfield,c2016_200K_to_250K,3,Pct_200K_to_250K,0.0092593,0,0.4753087,0.4753087,0.0493827,-113.459061,53.46928042,220807500,309687.9383
399,Richfield,c2016_250K_or_more,1,Pct_250K_or_more,0.0030864,0,0.4753087,0.4753087,0.0493827,-113.459061,53.46928042,220807500,309687.9383
400,Capilano,c2016_Less_than_30K,40,Pct_less_than_30k,0.0723327,0,0.2802893,0.4972875,0.2224232,-113.4238106,53.55447667,522817000,428890.0738
401,Capilano,c2016_30K_to_60K,115,Pct_30K_to_60K,0.2079566,0,0.2802893,0.4972875,0.2224232,-113.4238106,53.55447667,522817000,428890.0738
402,Capilano,c2016_60K_to_100K,126,Pct_60K_to_100K,0.2278481,0,0.2802893,0.4972875,0.2224232,-113.4238106,53.55447667,522817000,428890.0738
403,Capilano,c2016_100K_to_125K,84,Pct_100K_to_125K,0.1518987,0,0.2802893,0.4972875,0.2224232,-113.4238106,53.55447667,522817000,428890.0738
404,Capilano,c2016_125K_to_150K,65,Pct_125K_150K,0.1175407,0,0.2802893,0.4972875,0.2224232,-113.4238106,53.55447667,522817000,428890.0738
405,Capilano,c2016_150K_to_200K,65,Pct_150K_to_200K,0.1175407,0,0.2802893,0.4972875,0.2224232,-113.4238106,53.55447667,522817000,428890.0738
406,Capilano,c2016_200K_to_250K,28,Pct_200K_to_250K,0.0506329,0,0.2802893,0.4972875,0.2224232,-113.4238106,53.55447667,522817000,428890.0738
407,Capilano,c2016_250K_or_more,30,Pct_250K_or_more,0.0542495,0,0.2802893,0.4972875,0.2224232,-113.4238106,53.55447667,522817000,428890.0738
408,Alberta Avenue,c2016_Less_than_30K,601,Pct_less_than_30k,0.3148245,1,0.6642221,0.2959665,0.0398114,-113.4851866,53.5684948,563909500,240884.0239
409,Alberta Avenue,c2016_30K_to_60K,667,Pct_30K_to_60K,0.3493976,1,0.6642221,0.2959665,0.0398114,-113.4851866,53.5684948,563909500,240884.0239
410,Alberta Avenue,c2016_60K_to_100K,364,Pct_60K_to_100K,0.1906758,1,0.6642221,0.2959665,0.0398114,-113.4851866,53.5684948,563909500,240884.0239
411,Alberta Avenue,c2016_100K_to_125K,139,Pct_100K_to_125K,0.072813,1,0.6642221,0.2959665,0.0398114,-113.4851866,53.5684948,563909500,240884.0239
412,Alberta Avenue,c2016_125K_to_150K,62,Pct_125K_150K,0.0324777,1,0.6642221,0.2959665,0.0398114,-113.4851866,53.5684948,563909500,240884.0239
413,Alberta Avenue,c2016_150K_to_200K,61,Pct_150K_to_200K,0.0319539,1,0.6642221,0.2959665,0.0398114,-113.4851866,53.5684948,563909500,240884.0239
414,Alberta Avenue,c2016_200K_to_250K,11,Pct_200K_to_250K,0.0057622,1,0.6642221,0.2959665,0.0398114,-113.4851866,53.5684948,563909500,240884.0239
415,Alberta Avenue,c2016_250K_or_more,4,Pct_250K_or_more,0.0020953,1,0.6642221,0.2959665,0.0398114,-113.4851866,53.5684948,563909500,240884.0239
416,Delton,c2016_Less_than_30K,145,Pct_less_than_30k,0.2641166,1,0.5464481,0.3952641,0.0582878,-113.4825443,53.5790053,205500000,277327.9352
417,Delton,c2016_30K_to_60K,155,Pct_30K_to_60K,0.2823315,1,0.5464481,0.3952641,0.0582878,-113.4825443,53.5790053,205500000,277327.9352
418,Delton,c2016_60K_to_100K,149,Pct_60K_to_100K,0.2714025,1,0.5464481,0.3952641,0.0582878,-113.4825443,53.5790053,205500000,277327.9352
419,Delton,c2016_100K_to_125K,42,Pct_100K_to_125K,0.0765027,1,0.5464481,0.3952641,0.0582878,-113.4825443,53.5790053,205500000,277327.9352
420,Delton,c2016_125K_to_150K,26,Pct_125K_150K,0.0473588,1,0.5464481,0.3952641,0.0582878,-113.4825443,53.5790053,205500000,277327.9352
421,Delton,c2016_150K_to_200K,23,Pct_150K_to_200K,0.0418944,1,0.5464481,0.3952641,0.0582878,-113.4825443,53.5790053,205500000,277327.9352
422,Delton,c2016_200K_to_250K,6,Pct_200K_to_250K,0.010929,1,0.5464481,0.3952641,0.0582878,-113.4825443,53.5790053,205500000,277327.9352
423,Delton,c2016_250K_or_more,3,Pct_250K_or_more,0.0054645,1,0.5464481,0.3952641,0.0582878,-113.4825443,53.5790053,205500000,277327.9352
424,Minchau,c2016_Less_than_30K,19,Pct_less_than_30k,0.0748032,0,0.3070866,0.5826772,0.1102362,-113.409355,53.46748793,315624000,308527.8592
425,Minchau,c2016_30K_to_60K,59,Pct_30K_to_60K,0.2322835,0,0.3070866,0.5826772,0.1102362,-113.409355,53.46748793,315624000,308527.8592
426,Minchau,c2016_60K_to_100K,79,Pct_60K_to_100K,0.3110236,0,0.3070866,0.5826772,0.1102362,-113.409355,53.46748793,315624000,308527.8592
427,Minchau,c2016_100K_to_125K,42,Pct_100K_to_125K,0.1653543,0,0.3070866,0.5826772,0.1102362,-113.409355,53.46748793,315624000,308527.8592
428,Minchau,c2016_125K_to_150K,27,Pct_125K_150K,0.1062992,0,0.3070866,0.5826772,0.1102362,-113.409355,53.46748793,315624000,308527.8592
429,Minchau,c2016_150K_to_200K,21,Pct_150K_to_200K,0.0826772,0,0.3070866,0.5826772,0.1102362,-113.409355,53.46748793,315624000,308527.8592
430,Minchau,c2016_200K_to_250K,4,Pct_200K_to_250K,0.015748,0,0.3070866,0.5826772,0.1102362,-113.409355,53.46748793,315624000,308527.8592
431,Minchau,c2016_250K_or_more,3,Pct_250K_or_more,0.011811,0,0.3070866,0.5826772,0.1102362,-113.409355,53.46748793,315624000,308527.8592
432,Sherwood,c2016_Less_than_30K,42,Pct_less_than_30k,0.1284404,0,0.4220183,0.498471,0.0795107,-113.584151,53.52910762,134968000,270476.9539
433,Sherwood,c2016_30K_to_60K,96,Pct_30K_to_60K,0.293578,0,0.4220183,0.498471,0.0795107,-113.584151,53.52910762,134968000,270476.9539
434,Sherwood,c2016_60K_to_100K,90,Pct_60K_to_100K,0.2752294,0,0.4220183,0.498471,0.0795107,-113.584151,53.52910762,134968000,270476.9539
435,Sherwood,c2016_100K_to_125K,41,Pct_100K_to_125K,0.1253823,0,0.4220183,0.498471,0.0795107,-113.584151,53.52910762,134968000,270476.9539
436,Sherwood,c2016_125K_to_150K,32,Pct_125K_150K,0.0978593,0,0.4220183,0.498471,0.0795107,-113.584151,53.52910762,134968000,270476.9539
437,Sherwood,c2016_150K_to_200K,22,Pct_150K_to_200K,0.0672783,0,0.4220183,0.498471,0.0795107,-113.584151,53.52910762,134968000,270476.9539
438,Sherwood,c2016_200K_to_250K,3,Pct_200K_to_250K,0.0091743,0,0.4220183,0.498471,0.0795107,-113.584151,53.52910762,134968000,270476.9539
439,Sherwood,c2016_250K_or_more,1,Pct_250K_or_more,0.0030581,0,0.4220183,0.498471,0.0795107,-113.584151,53.52910762,134968000,270476.9539
440,Greenview,c2016_Less_than_30K,74,Pct_less_than_30k,0.1237458,0,0.3695652,0.4866221,0.1438127,-113.4260769,53.47547512,350258500,344742.6181
441,Greenview,c2016_30K_to_60K,147,Pct_30K_to_60K,0.2458194,0,0.3695652,0.4866221,0.1438127,-113.4260769,53.47547512,350258500,344742.6181
442,Greenview,c2016_60K_to_100K,159,Pct_60K_to_100K,0.2658863,0,0.3695652,0.4866221,0.1438127,-113.4260769,53.47547512,350258500,344742.6181
443,Greenview,c2016_100K_to_125K,89,Pct_100K_to_125K,0.1488294,0,0.3695652,0.4866221,0.1438127,-113.4260769,53.47547512,350258500,344742.6181
444,Greenview,c2016_125K_to_150K,43,Pct_125K_150K,0.0719064,0,0.3695652,0.4866221,0.1438127,-113.4260769,53.47547512,350258500,344742.6181
445,Greenview,c2016_150K_to_200K,50,Pct_150K_to_200K,0.083612,0,0.3695652,0.4866221,0.1438127,-113.4260769,53.47547512,350258500,344742.6181
446,Greenview,c2016_200K_to_250K,20,Pct_200K_to_250K,0.0334448,0,0.3695652,0.4866221,0.1438127,-113.4260769,53.47547512,350258500,344742.6181
447,Greenview,c2016_250K_or_more,16,Pct_250K_or_more,0.0267559,0,0.3695652,0.4866221,0.1438127,-113.4260769,53.47547512,350258500,344742.6181
448,Greenfield,c2016_Less_than_30K,57,Pct_less_than_30k,0.0737387,0,0.2626132,0.542044,0.1953428,-113.5272449,53.47140954,563621000,392220.5985
449,Greenfield,c2016_30K_to_60K,146,Pct_30K_to_60K,0.1888745,0,0.2626132,0.542044,0.1953428,-113.5272449,53.47140954,563621000,392220.5985
450,Greenfield,c2016_60K_to_100K,214,Pct_60K_to_100K,0.2768435,0,0.2626132,0.542044,0.1953428,-113.5272449,53.47140954,563621000,392220.5985
451,Greenfield,c2016_100K_to_125K,125,Pct_100K_to_125K,0.1617076,0,0.2626132,0.542044,0.1953428,-113.5272449,53.47140954,563621000,392220.5985
452,Greenfield,c2016_125K_to_150K,80,Pct_125K_150K,0.1034929,0,0.2626132,0.542044,0.1953428,-113.5272449,53.47140954,563621000,392220.5985
453,Greenfield,c2016_150K_to_200K,78,Pct_150K_to_200K,0.1009056,0,0.2626132,0.542044,0.1953428,-113.5272449,53.47140954,563621000,392220.5985
454,Greenfield,c2016_200K_to_250K,44,Pct_200K_to_250K,0.0569211,0,0.2626132,0.542044,0.1953428,-113.5272449,53.47140954,563621000,392220.5985
455,Greenfield,c2016_250K_or_more,29,Pct_250K_or_more,0.0375162,0,0.2626132,0.542044,0.1953428,-113.5272449,53.47140954,563621000,392220.5985
456,Sherbrooke,c2016_Less_than_30K,61,Pct_less_than_30k,0.1540404,0,0.4217172,0.4949495,0.0833333,-113.5474627,53.57622057,270000500,284211.0526
457,Sherbrooke,c2016_30K_to_60K,106,Pct_30K_to_60K,0.2676768,0,0.4217172,0.4949495,0.0833333,-113.5474627,53.57622057,270000500,284211.0526
458,Sherbrooke,c2016_60K_to_100K,116,Pct_60K_to_100K,0.2929293,0,0.4217172,0.4949495,0.0833333,-113.5474627,53.57622057,270000500,284211.0526
459,Sherbrooke,c2016_100K_to_125K,52,Pct_100K_to_125K,0.1313131,0,0.4217172,0.4949495,0.0833333,-113.5474627,53.57622057,270000500,284211.0526
460,Sherbrooke,c2016_125K_to_150K,28,Pct_125K_150K,0.0707071,0,0.4217172,0.4949495,0.0833333,-113.5474627,53.57622057,270000500,284211.0526
461,Sherbrooke,c2016_150K_to_200K,23,Pct_150K_to_200K,0.0580808,0,0.4217172,0.4949495,0.0833333,-113.5474627,53.57622057,270000500,284211.0526
462,Sherbrooke,c2016_200K_to_250K,6,Pct_200K_to_250K,0.0151515,0,0.4217172,0.4949495,0.0833333,-113.5474627,53.57622057,270000500,284211.0526
463,Sherbrooke,c2016_250K_or_more,4,Pct_250K_or_more,0.010101,0,0.4217172,0.4949495,0.0833333,-113.5474627,53.57622057,270000500,284211.0526
464,Dovercourt,c2016_Less_than_30K,61,Pct_less_than_30k,0.1049914,0,0.3803787,0.5008606,0.1187608,-113.5592012,53.57511954,259260000,326113.2075
465,Dovercourt,c2016_30K_to_60K,160,Pct_30K_to_60K,0.2753873,0,0.3803787,0.5008606,0.1187608,-113.5592012,53.57511954,259260000,326113.2075
466,Dovercourt,c2016_60K_to_100K,159,Pct_60K_to_100K,0.2736661,0,0.3803787,0.5008606,0.1187608,-113.5592012,53.57511954,259260000,326113.2075
467,Dovercourt,c2016_100K_to_125K,87,Pct_100K_to_125K,0.1497418,0,0.3803787,0.5008606,0.1187608,-113.5592012,53.57511954,259260000,326113.2075
468,Dovercourt,c2016_125K_to_150K,45,Pct_125K_150K,0.0774527,0,0.3803787,0.5008606,0.1187608,-113.5592012,53.57511954,259260000,326113.2075
469,Dovercourt,c2016_150K_to_200K,48,Pct_150K_to_200K,0.0826162,0,0.3803787,0.5008606,0.1187608,-113.5592012,53.57511954,259260000,326113.2075
470,Dovercourt,c2016_200K_to_250K,15,Pct_200K_to_250K,0.0258176,0,0.3803787,0.5008606,0.1187608,-113.5592012,53.57511954,259260000,326113.2075
471,Dovercourt,c2016_250K_or_more,6,Pct_250K_or_more,0.010327,0,0.3803787,0.5008606,0.1187608,-113.5592012,53.57511954,259260000,326113.2075
472,Pleasantview,c2016_Less_than_30K,348,Pct_less_than_30k,0.3007779,1,0.5877269,0.3370787,0.0751945,-113.5066133,53.49302206,551409500,315451.659
473,Pleasantview,c2016_30K_to_60K,332,Pct_30K_to_60K,0.286949,1,0.5877269,0.3370787,0.0751945,-113.5066133,53.49302206,551409500,315451.659
474,Pleasantview,c2016_60K_to_100K,261,Pct_60K_to_100K,0.2255834,1,0.5877269,0.3370787,0.0751945,-113.5066133,53.49302206,551409500,315451.659
475,Pleasantview,c2016_100K_to_125K,83,Pct_100K_to_125K,0.0717373,1,0.5877269,0.3370787,0.0751945,-113.5066133,53.49302206,551409500,315451.659
476,Pleasantview,c2016_125K_to_150K,46,Pct_125K_150K,0.039758,1,0.5877269,0.3370787,0.0751945,-113.5066133,53.49302206,551409500,315451.659
477,Pleasantview,c2016_150K_to_200K,45,Pct_150K_to_200K,0.0388937,1,0.5877269,0.3370787,0.0751945,-113.5066133,53.49302206,551409500,315451.659
478,Pleasantview,c2016_200K_to_250K,21,Pct_200K_to_250K,0.0181504,1,0.5877269,0.3370787,0.0751945,-113.5066133,53.49302206,551409500,315451.659
479,Pleasantview,c2016_250K_or_more,21,Pct_250K_or_more,0.0181504,1,0.5877269,0.3370787,0.0751945,-113.5066133,53.49302206,551409500,315451.659
480,Lendrum Place,c2016_Less_than_30K,19,Pct_less_than_30k,0.0725191,0,0.2022901,0.538168,0.259542,-113.5226884,53.49306525,273510000,407615.4993
481,Lendrum Place,c2016_30K_to_60K,34,Pct_30K_to_60K,0.129771,0,0.2022901,0.538168,0.259542,-113.5226884,53.49306525,273510000,407615.4993
482,Lendrum Place,c2016_60K_to_100K,63,Pct_60K_to_100K,0.240458,0,0.2022901,0.538168,0.259542,-113.5226884,53.49306525,273510000,407615.4993
483,Lendrum Place,c2016_100K_to_125K,45,Pct_100K_to_125K,0.1717557,0,0.2022901,0.538168,0.259542,-113.5226884,53.49306525,273510000,407615.4993
484,Lendrum Place,c2016_125K_to_150K,33,Pct_125K_150K,0.1259542,0,0.2022901,0.538168,0.259542,-113.5226884,53.49306525,273510000,407615.4993
485,Lendrum Place,c2016_150K_to_200K,38,Pct_150K_to_200K,0.1450382,0,0.2022901,0.538168,0.259542,-113.5226884,53.49306525,273510000,407615.4993
486,Lendrum Place,c2016_200K_to_250K,15,Pct_200K_to_250K,0.0572519,0,0.2022901,0.538168,0.259542,-113.5226884,53.49306525,273510000,407615.4993
487,Lendrum Place,c2016_250K_or_more,15,Pct_250K_or_more,0.0572519,0,0.2022901,0.538168,0.259542,-113.5226884,53.49306525,273510000,407615.4993
488,Meyonohk,c2016_Less_than_30K,47,Pct_less_than_30k,0.1017316,0,0.4004329,0.521645,0.0779221,-113.4576966,53.45550891,296321500,265046.0644
489,Meyonohk,c2016_30K_to_60K,138,Pct_30K_to_60K,0.2987013,0,0.4004329,0.521645,0.0779221,-113.4576966,53.45550891,296321500,265046.0644
490,Meyonohk,c2016_60K_to_100K,156,Pct_60K_to_100K,0.3376623,0,0.4004329,0.521645,0.0779221,-113.4576966,53.45550891,296321500,265046.0644
491,Meyonohk,c2016_100K_to_125K,62,Pct_100K_to_125K,0.1341991,0,0.4004329,0.521645,0.0779221,-113.4576966,53.45550891,296321500,265046.0644
492,Meyonohk,c2016_125K_to_150K,23,Pct_125K_150K,0.0497836,0,0.4004329,0.521645,0.0779221,-113.4576966,53.45550891,296321500,265046.0644
493,Meyonohk,c2016_150K_to_200K,28,Pct_150K_to_200K,0.0606061,0,0.4004329,0.521645,0.0779221,-113.4576966,53.45550891,296321500,265046.0644
494,Meyonohk,c2016_200K_to_250K,8,Pct_200K_to_250K,0.017316,0,0.4004329,0.521645,0.0779221,-113.4576966,53.45550891,296321500,265046.0644
495,Meyonohk,c2016_250K_or_more,0,Pct_250K_or_more,0,0,0.4004329,0.521645,0.0779221,-113.4576966,53.45550891,296321500,265046.0644
496,Kameyosek,c2016_Less_than_30K,237,Pct_less_than_30k,0.3532042,1,0.7004471,0.2652757,0.0342772,-113.4419311,53.46182135,225727000,237108.1933
497,Kameyosek,c2016_30K_to_60K,233,Pct_30K_to_60K,0.3472429,1,0.7004471,0.2652757,0.0342772,-113.4419311,53.46182135,225727000,237108.1933
498,Kameyosek,c2016_60K_to_100K,123,Pct_60K_to_100K,0.1833085,1,0.7004471,0.2652757,0.0342772,-113.4419311,53.46182135,225727000,237108.1933
499,Kameyosek,c2016_100K_to_125K,39,Pct_100K_to_125K,0.0581222,1,0.7004471,0.2652757,0.0342772,-113.4419311,53.46182135,225727000,237108.1933
500,Kameyosek,c2016_125K_to_150K,16,Pct_125K_150K,0.023845,1,0.7004471,0.2652757,0.0342772,-113.4419311,53.46182135,225727000,237108.1933
501,Kameyosek,c2016_150K_to_200K,17,Pct_150K_to_200K,0.0253353,1,0.7004471,0.2652757,0.0342772,-113.4419311,53.46182135,225727000,237108.1933
502,Kameyosek,c2016_200K_to_250K,3,Pct_200K_to_250K,0.0044709,1,0.7004471,0.2652757,0.0342772,-113.4419311,53.46182135,225727000,237108.1933
503,Kameyosek,c2016_250K_or_more,3,Pct_250K_or_more,0.0044709,1,0.7004471,0.2652757,0.0342772,-113.4419311,53.46182135,225727000,237108.1933
