idx,name,census_type,census_type_value,pct_category,pct,LI_greater_than_MC,Pct_LowIncome_less_than_60K,Pct_MiddleClass_60K_to_150K,Pct_Over_150K,POINT_X,POINT_Y,Assessed_Value_Sum,Avg_Assessed_Value
990,Griesbach,c2016_200K_to_250K,48,Pct_200K_to_250K,0.0788177,0,0.2545156,0.500821,0.2446634,-113.5042769,53.60678585,769092000,384738.3692
991,Griesbach,c2016_250K_or_more,24,Pct_250K_or_more,0.0394089,0,0.2545156,0.500821,0.2446634,-113.5042769,53.60678585,769092000,384738.3692
992,Holyrood,c2016_Less_than_30K,63,Pct_less_than_30k,0.100639,0,0.3242812,0.5031949,0.172524,-113.4499804,53.53124577,455540500,411509.0334
993,Holyrood,c2016_30K_to_60K,140,Pct_30K_to_60K,0.2236422,0,0.3242812,0.5031949,0.172524,-113.4499804,53.53124577,455540500,411509.0334
994,Holyrood,c2016_60K_to_100K,161,Pct_60K_to_100K,0.2571885,0,0.3242812,0.5031949,0.172524,-113.4499804,53.53124577,455540500,411509.0334
995,Holyrood,c2016_100K_to_125K,71,Pct_100K_to_125K,0.1134185,0,0.3242812,0.5031949,0.172524,-113.4499804,53.53124577,455540500,411509.0334
996,Holyrood,c2016_125K_to_150K,83,Pct_125K_150K,0.1325879,0,0.3242812,0.5031949,0.172524,-113.4499804,53.53124577,455540500,411509.0334
997,Holyrood,c2016_150K_to_200K,62,Pct_150K_to_200K,0.0990415,0,0.3242812,0.5031949,0.172524,-113.4499804,53.53124577,455540500,411509.0334
998,Holyrood,c2016_200K_to_250K,27,Pct_200K_to_250K,0.043131,0,0.3242812,0.5031949,0.172524,-113.4499804,53.53124577,455540500,411509.0334
999,Holyrood,c2016_250K_or_more,19,Pct_250K_or_more,0.0303514,0,0.3242812,0.5031949,0.172524,-113.4499804,53.53124577,455540500,411509.0334
1000,Hollick-Kenyon,c2016_Less_than_30K,81,Pct_less_than_30k,0.0618793,0,0.2566845,0.5668449,0.1764706,-113.4225011,53.62263175,701011000,348761.6915
1001,Hollick-Kenyon,c2016_30K_to_60K,255,Pct_30K_to_60K,0.1948052,0,0.2566845,0.5668449,0.1764706,-113.4225011,53.62263175,701011000,348761.6915
1002,Hollick-Kenyon,c2016_60K_to_100K,384,Pct_60K_to_100K,0.2933537,0,0.2566845,0.5668449,0.1764706,-113.4225011,53.62263175,701011000,348761.6915
1003,Hollick-Kenyon,c2016_100K_to_125K,233,Pct_100K_to_125K,0.1779985,0,0.2566845,0.5668449,0.1764706,-113.4225011,53.62263175,701011000,348761.6915
1004,Hollick-Kenyon,c2016_125K_to_150K,125,Pct_125K_150K,0.0954927,0,0.2566845,0.5668449,0.1764706,-113.4225011,53.62263175,701011000,348761.6915
1005,Hollick-Kenyon,c2016_150K_to_200K,145,Pct_150K_to_200K,0.1107716,0,0.2566845,0.5668449,0.1764706,-113.4225011,53.62263175,701011000,348761.6915
1006,Hollick-Kenyon,c2016_200K_to_250K,54,Pct_200K_to_250K,0.0412529,0,0.2566845,0.5668449,0.1764706,-113.4225011,53.62263175,701011000,348761.6915
1007,Hollick-Kenyon,c2016_250K_or_more,32,Pct_250K_or_more,0.0244461,0,0.2566845,0.5668449,0.1764706,-113.4225011,53.62263175,701011000,348761.6915
1008,Carter Crest,c2016_Less_than_30K,5,Pct_less_than_30k,0.0191571,0,0.1340996,0.4597701,0.4061303,-113.5779691,53.46393864,321354500,506868.2965
1009,Carter Crest,c2016_30K_to_60K,30,Pct_30K_to_60K,0.1149425,0,0.1340996,0.4597701,0.4061303,-113.5779691,53.46393864,321354500,506868.2965
1010,Carter Crest,c2016_60K_to_100K,54,Pct_60K_to_100K,0.2068966,0,0.1340996,0.4597701,0.4061303,-113.5779691,53.46393864,321354500,506868.2965
1011,Carter Crest,c2016_100K_to_125K,36,Pct_100K_to_125K,0.137931,0,0.1340996,0.4597701,0.4061303,-113.5779691,53.46393864,321354500,506868.2965
1012,Carter Crest,c2016_125K_to_150K,30,Pct_125K_150K,0.1149425,0,0.1340996,0.4597701,0.4061303,-113.5779691,53.46393864,321354500,506868.2965
1013,Carter Crest,c2016_150K_to_200K,43,Pct_150K_to_200K,0.164751,0,0.1340996,0.4597701,0.4061303,-113.5779691,53.46393864,321354500,506868.2965
1014,Carter Crest,c2016_200K_to_250K,26,Pct_200K_to_250K,0.0996169,0,0.1340996,0.4597701,0.4061303,-113.5779691,53.46393864,321354500,506868.2965
1015,Carter Crest,c2016_250K_or_more,37,Pct_250K_or_more,0.1417625,0,0.1340996,0.4597701,0.4061303,-113.5779691,53.46393864,321354500,506868.2965
1016,Tamarack,c2016_Less_than_30K,103,Pct_less_than_30k,0.1095745,0,0.3670213,0.5170213,0.1159574,-113.3622033,53.4666723,618571000,380893.4729
1017,Tamarack,c2016_30K_to_60K,242,Pct_30K_to_60K,0.2574468,0,0.3670213,0.5170213,0.1159574,-113.3622033,53.4666723,618571000,380893.4729
1018,Tamarack,c2016_60K_to_100K,293,Pct_60K_to_100K,0.3117021,0,0.3670213,0.5170213,0.1159574,-113.3622033,53.4666723,618571000,380893.4729
1019,Tamarack,c2016_100K_to_125K,129,Pct_100K_to_125K,0.137234,0,0.3670213,0.5170213,0.1159574,-113.3622033,53.4666723,618571000,380893.4729
1020,Tamarack,c2016_125K_to_150K,64,Pct_125K_150K,0.0680851,0,0.3670213,0.5170213,0.1159574,-113.3622033,53.4666723,618571000,380893.4729
1021,Tamarack,c2016_150K_to_200K,69,Pct_150K_to_200K,0.0734043,0,0.3670213,0.5170213,0.1159574,-113.3622033,53.4666723,618571000,380893.4729
1022,Tamarack,c2016_200K_to_250K,28,Pct_200K_to_250K,0.0297872,0,0.3670213,0.5170213,0.1159574,-113.3622033,53.4666723,618571000,380893.4729
1023,Tamarack,c2016_250K_or_more,12,Pct_250K_or_more,0.012766,0,0.3670213,0.5170213,0.1159574,-113.3622033,53.4666723,618571000,380893.4729
1024,Maple,c2016_Less_than_30K,6,Pct_less_than_30k,0.028436,0,0.2227488,0.6018957,0.1753554,-113.3514757,53.47421661,357210000,357925.8517
1025,Maple,c2016_30K_to_60K,41,Pct_30K_to_60K,0.1943128,0,0.2227488,0.6018957,0.1753554,-113.3514757,53.47421661,357210000,357925.8517
1026,Maple,c2016_60K_to_100K,77,Pct_60K_to_100K,0.3649289,0,0.2227488,0.6018957,0.1753554,-113.3514757,53.47421661,357210000,357925.8517
1027,Maple,c2016_100K_to_125K,37,Pct_100K_to_125K,0.1753554,0,0.2227488,0.6018957,0.1753554,-113.3514757,53.47421661,357210000,357925.8517
1028,Maple,c2016_125K_to_150K,13,Pct_125K_150K,0.0616114,0,0.2227488,0.6018957,0.1753554,-113.3514757,53.47421661,357210000,357925.8517
1029,Maple,c2016_150K_to_200K,22,Pct_150K_to_200K,0.1042654,0,0.2227488,0.6018957,0.1753554,-113.3514757,53.47421661,357210000,357925.8517
1030,Maple,c2016_200K_to_250K,10,Pct_200K_to_250K,0.0473934,0,0.2227488,0.6018957,0.1753554,-113.3514757,53.47421661,357210000,357925.8517
1031,Maple,c2016_250K_or_more,5,Pct_250K_or_more,0.0236967,0,0.2227488,0.6018957,0.1753554,-113.3514757,53.47421661,357210000,357925.8517
1032,Keheewin,c2016_Less_than_30K,68,Pct_less_than_30k,0.1307692,0,0.4076923,0.4634615,0.1288462,-113.5044399,53.45035332,382136000,315033.8005
1033,Keheewin,c2016_30K_to_60K,144,Pct_30K_to_60K,0.2769231,0,0.4076923,0.4634615,0.1288462,-113.5044399,53.45035332,382136000,315033.8005
1034,Keheewin,c2016_60K_to_100K,138,Pct_60K_to_100K,0.2653846,0,0.4076923,0.4634615,0.1288462,-113.5044399,53.45035332,382136000,315033.8005
1035,Keheewin,c2016_100K_to_125K,70,Pct_100K_to_125K,0.1346154,0,0.4076923,0.4634615,0.1288462,-113.5044399,53.45035332,382136000,315033.8005
1036,Keheewin,c2016_125K_to_150K,33,Pct_125K_150K,0.0634615,0,0.4076923,0.4634615,0.1288462,-113.5044399,53.45035332,382136000,315033.8005
1037,Keheewin,c2016_150K_to_200K,38,Pct_150K_to_200K,0.0730769,0,0.4076923,0.4634615,0.1288462,-113.5044399,53.45035332,382136000,315033.8005
1038,Keheewin,c2016_200K_to_250K,14,Pct_200K_to_250K,0.0269231,0,0.4076923,0.4634615,0.1288462,-113.5044399,53.45035332,382136000,315033.8005
1039,Keheewin,c2016_250K_or_more,15,Pct_250K_or_more,0.0288462,0,0.4076923,0.4634615,0.1288462,-113.5044399,53.45035332,382136000,315033.8005
1040,Westmount,c2016_Less_than_30K,233,Pct_less_than_30k,0.1452618,0,0.3809227,0.4314215,0.1876559,-113.5400735,53.55222673,965121000,287580.7509
1041,Westmount,c2016_30K_to_60K,378,Pct_30K_to_60K,0.2356609,0,0.3809227,0.4314215,0.1876559,-113.5400735,53.55222673,965121000,287580.7509
1042,Westmount,c2016_60K_to_100K,388,Pct_60K_to_100K,0.2418953,0,0.3809227,0.4314215,0.1876559,-113.5400735,53.55222673,965121000,287580.7509
1043,Westmount,c2016_100K_to_125K,172,Pct_100K_to_125K,0.1072319,0,0.3809227,0.4314215,0.1876559,-113.5400735,53.55222673,965121000,287580.7509
1044,Westmount,c2016_125K_to_150K,132,Pct_125K_150K,0.0822943,0,0.3809227,0.4314215,0.1876559,-113.5400735,53.55222673,965121000,287580.7509
1045,Westmount,c2016_150K_to_200K,126,Pct_150K_to_200K,0.0785536,0,0.3809227,0.4314215,0.1876559,-113.5400735,53.55222673,965121000,287580.7509
1046,Westmount,c2016_200K_to_250K,84,Pct_200K_to_250K,0.0523691,0,0.3809227,0.4314215,0.1876559,-113.5400735,53.55222673,965121000,287580.7509
1047,Westmount,c2016_250K_or_more,91,Pct_250K_or_more,0.0567332,0,0.3809227,0.4314215,0.1876559,-113.5400735,53.55222673,965121000,287580.7509
1048,Kilkenny,c2016_Less_than_30K,208,Pct_less_than_30k,0.2023346,1,0.5145915,0.4202335,0.0651751,-113.4545752,53.61101072,471571500,288599.4492
1049,Kilkenny,c2016_30K_to_60K,321,Pct_30K_to_60K,0.3122568,1,0.5145915,0.4202335,0.0651751,-113.4545752,53.61101072,471571500,288599.4492
1050,Kilkenny,c2016_60K_to_100K,250,Pct_60K_to_100K,0.2431907,1,0.5145915,0.4202335,0.0651751,-113.4545752,53.61101072,471571500,288599.4492
1051,Kilkenny,c2016_100K_to_125K,110,Pct_100K_to_125K,0.1070039,1,0.5145915,0.4202335,0.0651751,-113.4545752,53.61101072,471571500,288599.4492
1052,Kilkenny,c2016_125K_to_150K,72,Pct_125K_150K,0.0700389,1,0.5145915,0.4202335,0.0651751,-113.4545752,53.61101072,471571500,288599.4492
1053,Kilkenny,c2016_150K_to_200K,40,Pct_150K_to_200K,0.0389105,1,0.5145915,0.4202335,0.0651751,-113.4545752,53.61101072,471571500,288599.4492
1054,Kilkenny,c2016_200K_to_250K,20,Pct_200K_to_250K,0.0194553,1,0.5145915,0.4202335,0.0651751,-113.4545752,53.61101072,471571500,288599.4492
1055,Kilkenny,c2016_250K_or_more,7,Pct_250K_or_more,0.0068093,1,0.5145915,0.4202335,0.0651751,-113.4545752,53.61101072,471571500,288599.4492
1056,Rutherford,c2016_Less_than_30K,130,Pct_less_than_30k,0.0602689,0,0.2308762,0.5609643,0.2081595,-113.5298911,53.41833397,1523373000,286941.6086
1057,Rutherford,c2016_30K_to_60K,368,Pct_30K_to_60K,0.1706073,0,0.2308762,0.5609643,0.2081595,-113.5298911,53.41833397,1523373000,286941.6086
1058,Rutherford,c2016_60K_to_100K,621,Pct_60K_to_100K,0.2878999,0,0.2308762,0.5609643,0.2081595,-113.5298911,53.41833397,1523373000,286941.6086
1059,Rutherford,c2016_100K_to_125K,334,Pct_100K_to_125K,0.1548447,0,0.2308762,0.5609643,0.2081595,-113.5298911,53.41833397,1523373000,286941.6086
1060,Rutherford,c2016_125K_to_150K,255,Pct_125K_150K,0.1182197,0,0.2308762,0.5609643,0.2081595,-113.5298911,53.41833397,1523373000,286941.6086
1061,Rutherford,c2016_150K_to_200K,273,Pct_150K_to_200K,0.1265647,0,0.2308762,0.5609643,0.2081595,-113.5298911,53.41833397,1523373000,286941.6086
1062,Rutherford,c2016_200K_to_250K,99,Pct_200K_to_250K,0.0458971,0,0.2308762,0.5609643,0.2081595,-113.5298911,53.41833397,1523373000,286941.6086
1063,Rutherford,c2016_250K_or_more,77,Pct_250K_or_more,0.0356977,0,0.2308762,0.5609643,0.2081595,-113.5298911,53.41833397,1523373000,286941.6086
1064,Mayliewan,c2016_Less_than_30K,43,Pct_less_than_30k,0.0854871,0,0.2644135,0.5188867,0.2166998,-113.4610565,53.6223391,552508500,425989.5914
1065,Mayliewan,c2016_30K_to_60K,90,Pct_30K_to_60K,0.1789264,0,0.2644135,0.5188867,0.2166998,-113.4610565,53.6223391,552508500,425989.5914
1066,Mayliewan,c2016_60K_to_100K,100,Pct_60K_to_100K,0.1988072,0,0.2644135,0.5188867,0.2166998,-113.4610565,53.6223391,552508500,425989.5914
1067,Mayliewan,c2016_100K_to_125K,98,Pct_100K_to_125K,0.194831,0,0.2644135,0.5188867,0.2166998,-113.4610565,53.6223391,552508500,425989.5914
1068,Mayliewan,c2016_125K_to_150K,63,Pct_125K_150K,0.1252485,0,0.2644135,0.5188867,0.2166998,-113.4610565,53.6223391,552508500,425989.5914
1069,Mayliewan,c2016_150K_to_200K,57,Pct_150K_to_200K,0.1133201,0,0.2644135,0.5188867,0.2166998,-113.4610565,53.6223391,552508500,425989.5914
1070,Mayliewan,c2016_200K_to_250K,34,Pct_200K_to_250K,0.0675944,0,0.2644135,0.5188867,0.2166998,-113.4610565,53.6223391,552508500,425989.5914
1071,Mayliewan,c2016_250K_or_more,18,Pct_250K_or_more,0.0357853,0,0.2644135,0.5188867,0.2166998,-113.4610565,53.6223391,552508500,425989.5914
1072,Caernarvon,c2016_Less_than_30K,82,Pct_less_than_30k,0.1263482,0,0.4468413,0.5007704,0.0523883,-113.5273556,53.61162807,395036500,267821.3559
1073,Caernarvon,c2016_30K_to_60K,208,Pct_30K_to_60K,0.3204931,0,0.4468413,0.5007704,0.0523883,-113.5273556,53.61162807,395036500,267821.3559
1074,Caernarvon,c2016_60K_to_100K,210,Pct_60K_to_100K,0.3235747,0,0.4468413,0.5007704,0.0523883,-113.5273556,53.61162807,395036500,267821.3559
1075,Caernarvon,c2016_100K_to_125K,75,Pct_100K_to_125K,0.1155624,0,0.4468413,0.5007704,0.0523883,-113.5273556,53.61162807,395036500,267821.3559
1076,Caernarvon,c2016_125K_to_150K,40,Pct_125K_150K,0.0616333,0,0.4468413,0.5007704,0.0523883,-113.5273556,53.61162807,395036500,267821.3559
1077,Caernarvon,c2016_150K_to_200K,23,Pct_150K_to_200K,0.0354391,0,0.4468413,0.5007704,0.0523883,-113.5273556,53.61162807,395036500,267821.3559
1078,Caernarvon,c2016_200K_to_250K,7,Pct_200K_to_250K,0.0107858,0,0.4468413,0.5007704,0.0523883,-113.5273556,53.61162807,395036500,267821.3559
1079,Caernarvon,c2016_250K_or_more,4,Pct_250K_or_more,0.0061633,0,0.4468413,0.5007704,0.0523883,-113.5273556,53.61162807,395036500,267821.3559
1080,Laurier Heights,c2016_Less_than_30K,35,Pct_less_than_30k,0.0540958,0,0.2132921,0.4126739,0.374034,-113.5656806,53.5153327,642697500,611510.4662
1081,Laurier Heights,c2016_30K_to_60K,103,Pct_30K_to_60K,0.1591963,0,0.2132921,0.4126739,0.374034,-113.5656806,53.5153327,642697500,611510.4662
1082,Laurier Heights,c2016_60K_to_100K,113,Pct_60K_to_100K,0.1746522,0,0.2132921,0.4126739,0.374034,-113.5656806,53.5153327,642697500,611510.4662
1083,Laurier Heights,c2016_100K_to_125K,88,Pct_100K_to_125K,0.1360124,0,0.2132921,0.4126739,0.374034,-113.5656806,53.5153327,642697500,611510.4662
1084,Laurier Heights,c2016_125K_to_150K,66,Pct_125K_150K,0.1020093,0,0.2132921,0.4126739,0.374034,-113.5656806,53.5153327,642697500,611510.4662
1085,Laurier Heights,c2016_150K_to_200K,88,Pct_150K_to_200K,0.1360124,0,0.2132921,0.4126739,0.374034,-113.5656806,53.5153327,642697500,611510.4662
1086,Laurier Heights,c2016_200K_to_250K,62,Pct_200K_to_250K,0.0958269,0,0.2132921,0.4126739,0.374034,-113.5656806,53.5153327,642697500,611510.4662
1087,Laurier Heights,c2016_250K_or_more,92,Pct_250K_or_more,0.1421947,0,0.2132921,0.4126739,0.374034,-113.5656806,53.5153327,642697500,611510.4662
1088,Windsor Park,c2016_Less_than_30K,13,Pct_less_than_30k,0.05,0,0.1153846,0.4769231,0.4076923,-113.5354746,53.52462937,556601500,958006.0241
1089,Windsor Park,c2016_30K_to_60K,17,Pct_30K_to_60K,0.0653846,0,0.1153846,0.4769231,0.4076923,-113.5354746,53.52462937,556601500,958006.0241
1090,Windsor Park,c2016_60K_to_100K,46,Pct_60K_to_100K,0.1769231,0,0.1153846,0.4769231,0.4076923,-113.5354746,53.52462937,556601500,958006.0241
1091,Windsor Park,c2016_100K_to_125K,39,Pct_100K_to_125K,0.15,0,0.1153846,0.4769231,0.4076923,-113.5354746,53.52462937,556601500,958006.0241
1092,Windsor Park,c2016_125K_to_150K,39,Pct_125K_150K,0.15,0,0.1153846,0.4769231,0.4076923,-113.5354746,53.52462937,556601500,958006.0241
1093,Windsor Park,c2016_150K_to_200K,33,Pct_150K_to_200K,0.1269231,0,0.1153846,0.4769231,0.4076923,-113.5354746,53.52462937,556601500,958006.0241
1094,Windsor Park,c2016_200K_to_250K,22,Pct_200K_to_250K,0.0846154,0,0.1153846,0.4769231,0.4076923,-113.5354746,53.52462937,556601500,958006.0241
1095,Windsor Park,c2016_250K_or_more,51,Pct_250K_or_more,0.1961538,0,0.1153846,0.4769231,0.4076923,-113.5354746,53.52462937,556601500,958006.0241
1096,Lewis Farms Industrial,c2016_Less_than_30K,1,Pct_less_than_30k,0.1666667,0,0.3333333,0.3333333,0.3333333,-113.6800457,53.53651669,21863000,753896.5517
1097,Lewis Farms Industrial,c2016_30K_to_60K,1,Pct_30K_to_60K,0.1666667,0,0.3333333,0.3333333,0.3333333,-113.6800457,53.53651669,21863000,753896.5517
1098,Lewis Farms Industrial,c2016_60K_to_100K,2,Pct_60K_to_100K,0.3333333,0,0.3333333,0.3333333,0.3333333,-113.6800457,53.53651669,21863000,753896.5517
1099,Lewis Farms Industrial,c2016_100K_to_125K,0,Pct_100K_to_125K,0,0,0.3333333,0.3333333,0.3333333,-113.6800457,53.53651669,21863000,753896.5517
1100,Lewis Farms Industrial,c2016_125K_to_150K,0,Pct_125K_150K,0,0,0.3333333,0.3333333,0.3333333,-113.6800457,53.53651669,21863000,753896.5517
1101,Lewis Farms Industrial,c2016_150K_to_200K,0,Pct_150K_to_200K,0,0,0.3333333,0.3333333,0.3333333,-113.6800457,53.53651669,21863000,753896.5517
1102,Lewis Farms Industrial,c2016_200K_to_250K,1,Pct_200K_to_250K,0.1666667,0,0.3333333,0.3333333,0.3333333,-113.6800457,53.53651669,21863000,753896.5517
1103,Lewis Farms Industrial,c2016_250K_or_more,1,Pct_250K_or_more,0.1666667,0,0.3333333,0.3333333,0.3333333,-113.6800457,53.53651669,21863000,753896.5517
1104,Queen Mary Park,c2016_Less_than_30K,587,Pct_less_than_30k,0.371519,1,0.6803797,0.2791139,0.0405063,-113.519659,53.55343516,460248500,154342.22
1105,Queen Mary Park,c2016_30K_to_60K,488,Pct_30K_to_60K,0.3088607,1,0.6803797,0.2791139,0.0405063,-113.519659,53.55343516,460248500,154342.22
1106,Queen Mary Park,c2016_60K_to_100K,294,Pct_60K_to_100K,0.186076,1,0.6803797,0.2791139,0.0405063,-113.519659,53.55343516,460248500,154342.22
1107,Queen Mary Park,c2016_100K_to_125K,92,Pct_100K_to_125K,0.0582278,1,0.6803797,0.2791139,0.0405063,-113.519659,53.55343516,460248500,154342.22
1108,Queen Mary Park,c2016_125K_to_150K,55,Pct_125K_150K,0.0348101,1,0.6803797,0.2791139,0.0405063,-113.519659,53.55343516,460248500,154342.22
1109,Queen Mary Park,c2016_150K_to_200K,43,Pct_150K_to_200K,0.0272152,1,0.6803797,0.2791139,0.0405063,-113.519659,53.55343516,460248500,154342.22
1110,Queen Mary Park,c2016_200K_to_250K,10,Pct_200K_to_250K,0.0063291,1,0.6803797,0.2791139,0.0405063,-113.519659,53.55343516,460248500,154342.22
1111,Queen Mary Park,c2016_250K_or_more,11,Pct_250K_or_more,0.006962,1,0.6803797,0.2791139,0.0405063,-113.519659,53.55343516,460248500,154342.22
1112,Paisley,c2016_Less_than_30K,4,Pct_less_than_30k,0.036036,0,0.1351351,0.6756757,0.1891892,-113.5592713,53.41401306,222863500,358878.4219
1113,Paisley,c2016_30K_to_60K,11,Pct_30K_to_60K,0.0990991,0,0.1351351,0.6756757,0.1891892,-113.5592713,53.41401306,222863500,358878.4219
1114,Paisley,c2016_60K_to_100K,31,Pct_60K_to_100K,0.2792793,0,0.1351351,0.6756757,0.1891892,-113.5592713,53.41401306,222863500,358878.4219
1115,Paisley,c2016_100K_to_125K,28,Pct_100K_to_125K,0.2522523,0,0.1351351,0.6756757,0.1891892,-113.5592713,53.41401306,222863500,358878.4219
1116,Paisley,c2016_125K_to_150K,16,Pct_125K_150K,0.1441441,0,0.1351351,0.6756757,0.1891892,-113.5592713,53.41401306,222863500,358878.4219
1117,Paisley,c2016_150K_to_200K,18,Pct_150K_to_200K,0.1621622,0,0.1351351,0.6756757,0.1891892,-113.5592713,53.41401306,222863500,358878.4219
1118,Paisley,c2016_200K_to_250K,2,Pct_200K_to_250K,0.018018,0,0.1351351,0.6756757,0.1891892,-113.5592713,53.41401306,222863500,358878.4219
1119,Paisley,c2016_250K_or_more,1,Pct_250K_or_more,0.009009,0,0.1351351,0.6756757,0.1891892,-113.5592713,53.41401306,222863500,358878.4219
1120,Graydon Hill,c2016_Less_than_30K,1,Pct_less_than_30k,0.0454545,0,0.1818182,0.5,0.3181818,-113.5592934,53.42125969,96021000,316900.9901
1121,Graydon Hill,c2016_30K_to_60K,3,Pct_30K_to_60K,0.1363636,0,0.1818182,0.5,0.3181818,-113.5592934,53.42125969,96021000,316900.9901
1122,Graydon Hill,c2016_60K_to_100K,5,Pct_60K_to_100K,0.2272727,0,0.1818182,0.5,0.3181818,-113.5592934,53.42125969,96021000,316900.9901
1123,Graydon Hill,c2016_100K_to_125K,2,Pct_100K_to_125K,0.0909091,0,0.1818182,0.5,0.3181818,-113.5592934,53.42125969,96021000,316900.9901
1124,Graydon Hill,c2016_125K_to_150K,4,Pct_125K_150K,0.1818182,0,0.1818182,0.5,0.3181818,-113.5592934,53.42125969,96021000,316900.9901
1125,Graydon Hill,c2016_150K_to_200K,4,Pct_150K_to_200K,0.1818182,0,0.1818182,0.5,0.3181818,-113.5592934,53.42125969,96021000,316900.9901
1126,Graydon Hill,c2016_200K_to_250K,2,Pct_200K_to_250K,0.0909091,0,0.1818182,0.5,0.3181818,-113.5592934,53.42125969,96021000,316900.9901
1127,Graydon Hill,c2016_250K_or_more,1,Pct_250K_or_more,0.0454545,0,0.1818182,0.5,0.3181818,-113.5592934,53.42125969,96021000,316900.9901
1128,Charlesworth,c2016_Less_than_30K,51,Pct_less_than_30k,0.0489443,0,0.2293666,0.6017274,0.1689059,-113.4181899,53.4285564,742164500,325225.4601
1129,Charlesworth,c2016_30K_to_60K,188,Pct_30K_to_60K,0.1804223,0,0.2293666,0.6017274,0.1689059,-113.4181899,53.4285564,742164500,325225.4601
1130,Charlesworth,c2016_60K_to_100K,340,Pct_60K_to_100K,0.3262956,0,0.2293666,0.6017274,0.1689059,-113.4181899,53.4285564,742164500,325225.4601
1131,Charlesworth,c2016_100K_to_125K,179,Pct_100K_to_125K,0.171785,0,0.2293666,0.6017274,0.1689059,-113.4181899,53.4285564,742164500,325225.4601
1132,Charlesworth,c2016_125K_to_150K,108,Pct_125K_150K,0.1036468,0,0.2293666,0.6017274,0.1689059,-113.4181899,53.4285564,742164500,325225.4601
1133,Charlesworth,c2016_150K_to_200K,107,Pct_150K_to_200K,0.1026871,0,0.2293666,0.6017274,0.1689059,-113.4181899,53.4285564,742164500,325225.4601
1134,Charlesworth,c2016_200K_to_250K,38,Pct_200K_to_250K,0.0364683,0,0.2293666,0.6017274,0.1689059,-113.4181899,53.4285564,742164500,325225.4601
1135,Charlesworth,c2016_250K_or_more,31,Pct_250K_or_more,0.0297505,0,0.2293666,0.6017274,0.1689059,-113.4181899,53.4285564,742164500,325225.4601
1136,Belvedere,c2016_Less_than_30K,343,Pct_less_than_30k,0.3248106,1,0.6335227,0.3323864,0.0340909,-113.4342812,53.59369371,396409000,192618.5617
1137,Belvedere,c2016_30K_to_60K,326,Pct_30K_to_60K,0.3087121,1,0.6335227,0.3323864,0.0340909,-113.4342812,53.59369371,396409000,192618.5617
1138,Belvedere,c2016_60K_to_100K,239,Pct_60K_to_100K,0.2263258,1,0.6335227,0.3323864,0.0340909,-113.4342812,53.59369371,396409000,192618.5617
1139,Belvedere,c2016_100K_to_125K,74,Pct_100K_to_125K,0.0700758,1,0.6335227,0.3323864,0.0340909,-113.4342812,53.59369371,396409000,192618.5617
1140,Belvedere,c2016_125K_to_150K,38,Pct_125K_150K,0.0359848,1,0.6335227,0.3323864,0.0340909,-113.4342812,53.59369371,396409000,192618.5617
1141,Belvedere,c2016_150K_to_200K,20,Pct_150K_to_200K,0.0189394,1,0.6335227,0.3323864,0.0340909,-113.4342812,53.59369371,396409000,192618.5617
1142,Belvedere,c2016_200K_to_250K,10,Pct_200K_to_250K,0.0094697,1,0.6335227,0.3323864,0.0340909,-113.4342812,53.59369371,396409000,192618.5617
1143,Belvedere,c2016_250K_or_more,6,Pct_250K_or_more,0.0056818,1,0.6335227,0.3323864,0.0340909,-113.4342812,53.59369371,396409000,192618.5617
1144,Brintnell,c2016_Less_than_30K,22,Pct_less_than_30k,0.0427184,0,0.1592233,0.6,0.2407767,-113.4073234,53.62141373,700875500,398451.1086
1145,Brintnell,c2016_30K_to_60K,60,Pct_30K_to_60K,0.1165049,0,0.1592233,0.6,0.2407767,-113.4073234,53.62141373,700875500,398451.1086
1146,Brintnell,c2016_60K_to_100K,148,Pct_60K_to_100K,0.2873786,0,0.1592233,0.6,0.2407767,-113.4073234,53.62141373,700875500,398451.1086
1147,Brintnell,c2016_100K_to_125K,98,Pct_100K_to_125K,0.1902913,0,0.1592233,0.6,0.2407767,-113.4073234,53.62141373,700875500,398451.1086
1148,Brintnell,c2016_125K_to_150K,63,Pct_125K_150K,0.1223301,0,0.1592233,0.6,0.2407767,-113.4073234,53.62141373,700875500,398451.1086
1149,Brintnell,c2016_150K_to_200K,81,Pct_150K_to_200K,0.1572815,0,0.1592233,0.6,0.2407767,-113.4073234,53.62141373,700875500,398451.1086
1150,Brintnell,c2016_200K_to_250K,34,Pct_200K_to_250K,0.0660194,0,0.1592233,0.6,0.2407767,-113.4073234,53.62141373,700875500,398451.1086
1151,Brintnell,c2016_250K_or_more,9,Pct_250K_or_more,0.0174757,0,0.1592233,0.6,0.2407767,-113.4073234,53.62141373,700875500,398451.1086
1152,Walker,c2016_Less_than_30K,88,Pct_less_than_30k,0.0528211,0,0.3547419,0.5420168,0.1032413,-113.4304074,53.41764863,1310315500,302055.2098
1153,Walker,c2016_30K_to_60K,503,Pct_30K_to_60K,0.3019208,0,0.3547419,0.5420168,0.1032413,-113.4304074,53.41764863,1310315500,302055.2098
1154,Walker,c2016_60K_to_100K,547,Pct_60K_to_100K,0.3283313,0,0.3547419,0.5420168,0.1032413,-113.4304074,53.41764863,1310315500,302055.2098
